id,min_et,min_st,min_rt,min_lf,min_vol
13677,34,2,2,227,1
13678,11,2,2,160,1
13679,11,1,8,71,5
13680,11,1,8,80,4
13681,34,2,2,227,2
13682,34,2,2,232,2
13683,11,1,2,71,1
13684,11,2,7,78,1
13685,42,1,2,283,1
13686,15,2,8,71,1
13687,11,2,7,75,2
13688,15,2,8,82,1
13689,5,1,1,8,1
13690,34,2,2,233,1
13691,15,2,8,82,6
13692,11,1,4,54,3
13693,35,4,2,312,1
13694,42,4,2,368,4
13695,34,2,2,228,1
13696,11,1,6,68,1
13697,34,2,2,232,4
13698,15,1,8,56,1
13699,15,2,8,82,2
13700,11,2,7,28,1
13701,35,4,2,312,1
13702,11,1,8,71,5
13703,34,2,2,227,3
13704,11,1,8,71,2
13705,34,2,2,232,1
13706,34,2,2,228,1
13707,34,2,2,232,1
13708,15,2,8,82,15
13709,46,1,2,284,4
13710,11,1,8,71,1
13711,34,2,2,229,2
13712,11,2,8,164,1
13713,34,2,2,232,1
13714,11,2,8,55,2
13715,15,2,8,82,4
13716,11,1,8,73,7
13717,11,1,2,135,1
13718,15,2,8,82,25
13719,35,4,2,307,1
13720,11,1,8,170,3
13721,11,1,8,82,7
13722,11,1,8,54,4
13723,15,2,8,82,14
13724,15,2,8,82,2
13725,34,2,2,232,2
13726,15,2,8,80,2
13727,34,2,2,232,3
13728,11,1,8,71,2
13729,34,2,2,232,3
13730,15,2,8,82,5
13731,20,1,2,134,1
13732,11,2,8,68,5
13733,34,2,2,227,1
13734,11,1,6,54,2
13735,34,2,2,232,17
13736,11,1,8,155,1
13737,34,2,2,233,3
13738,34,2,2,232,3
13739,34,2,2,233,3
13740,34,2,2,232,1
13741,11,1,8,87,3
13742,30,5,9,133,3
13743,11,1,8,73,30
13744,11,1,4,30,1
13745,42,1,2,283,1
13746,11,1,8,71,2
13747,34,2,2,229,1
13748,15,2,8,82,7
13749,20,1,2,134,1
13750,34,2,2,227,1
13751,11,1,6,68,2
13752,15,2,8,82,8
13753,11,1,8,82,2
13754,15,1,8,82,14
13755,15,2,8,71,2
13756,15,1,2,56,1
13757,34,2,2,232,8
13758,50,1,2,289,1
13759,15,2,8,80,2
13760,11,1,8,81,4
13761,35,4,2,312,1
13762,42,1,2,283,7
13763,11,1,8,74,1
13764,34,2,2,227,1
13765,11,1,8,56,2
13766,42,4,2,368,1
13767,42,1,2,283,1
13768,11,2,8,55,1
13769,34,2,2,232,1
13770,15,2,8,71,2
13771,9,1,2,15,1
13772,30,5,9,133,2
13773,20,1,2,134,2
13774,34,2,2,227,1
13775,34,2,2,227,1
13776,34,2,2,232,1
13777,11,2,8,70,1
13778,20,1,2,134,1
13779,20,1,2,134,1
13780,15,2,8,82,7
13781,11,1,8,73,6
13782,20,1,2,134,1
13783,11,1,8,54,1
13784,15,2,8,82,8
13785,34,2,2,232,1
13786,11,1,2,21,3
13787,11,1,8,62,1
13788,11,1,8,80,1
13789,34,2,2,232,5
13790,42,4,2,368,1
13791,34,2,2,229,1
13792,15,2,2,80,1
13793,15,2,8,82,8
13794,11,1,8,55,8
13795,15,2,8,82,10
13796,15,2,8,71,1
13797,34,2,2,232,2
13798,11,1,8,54,1
13799,15,1,2,82,1
13800,11,4,8,73,1
13801,34,2,2,228,1
13802,20,1,2,134,1
13803,11,2,8,55,2
13804,11,2,8,55,1
13805,11,1,8,55,2
13806,11,2,8,73,2
13807,42,1,2,120,3
13808,15,2,8,80,1
13809,42,1,2,283,1
13810,11,1,8,71,3
13811,11,1,8,81,2
13812,11,1,8,73,2
13813,11,1,8,54,2
13814,11,1,8,71,1
13815,11,1,8,68,1
13816,10,5,3,37,1
13817,34,2,2,232,1
13818,34,2,2,232,1
13819,15,2,8,80,1
13820,11,1,8,54,1
13821,20,1,2,134,1
13822,11,1,8,71,3
13823,11,1,8,80,1
13824,11,1,8,71,2
13825,15,2,8,82,24
13826,35,4,2,308,1
13827,34,2,2,233,44
13828,11,1,8,18,1
13829,34,2,2,221,1
13830,34,2,2,232,1
13831,34,2,2,232,20
13832,15,2,8,80,1
13833,11,1,6,68,1
13834,34,2,2,227,1
13835,34,2,2,228,12
13836,34,2,2,221,1
13837,34,2,2,228,1
13838,11,1,8,80,3
13839,11,1,8,82,13
13840,11,2,8,85,1
13841,34,2,2,228,1
13842,11,1,2,41,1
13843,11,2,8,68,7
13844,20,1,2,134,1
13845,15,1,2,82,2
13846,34,2,2,232,3
13847,34,2,2,232,3
13848,34,2,2,232,6
13849,11,1,8,74,2
13850,11,1,8,73,11
13851,20,1,2,134,1
13852,20,1,2,134,1
13853,34,2,2,233,1
13854,20,1,2,134,1
13855,11,1,8,71,3
13856,15,2,8,68,1
13857,34,2,2,229,1
13858,34,2,2,232,1
13859,15,2,8,82,14
13860,11,1,8,54,1
13861,11,1,8,56,2
13862,11,2,4,54,1
13863,11,1,4,47,1
13864,11,2,8,73,1
13865,11,2,8,87,1
13866,34,2,2,227,1
13867,42,1,2,283,3
13868,15,2,8,82,12
13869,11,1,8,71,2
13870,11,1,8,82,9
13871,34,2,2,232,1
13872,11,2,8,54,1
13873,3,1,8,43,1
13874,11,1,8,55,2
13875,35,4,2,301,2
13876,21,1,2,135,1
13877,20,1,2,134,1
13878,20,1,2,134,1
13879,15,2,8,68,1
13880,11,1,6,68,1
13881,11,1,8,54,1
13882,15,2,8,51,1
13883,11,1,8,68,1
13884,11,1,8,73,17
13885,11,1,2,55,1
13886,20,1,2,134,1
13887,21,1,2,135,1
13888,15,2,8,80,1
13889,42,1,2,283,4
13890,11,1,8,71,4
13891,34,2,2,229,2
13892,34,2,2,232,177
13893,34,2,2,232,5
13894,11,2,7,75,1
13895,34,2,2,232,20
13896,11,1,8,80,1
13897,11,1,8,55,1
13898,34,2,2,227,1
13899,15,1,8,82,12
13900,15,2,8,82,18
13901,11,1,8,54,125
13902,34,2,2,233,1
13903,11,1,8,51,1
13904,11,1,8,81,6
13905,34,2,2,232,1
13906,11,1,8,71,1
13907,11,2,8,68,1
13908,11,1,8,76,8
13909,42,1,2,283,1
13910,34,2,2,232,36
13911,11,2,8,81,1
13912,11,1,8,55,1
13913,15,2,8,80,1
13914,11,1,8,20,12
13915,11,1,8,51,2
13916,11,1,8,73,1
13917,15,2,8,63,1
13918,34,2,2,232,2
13919,11,2,8,68,3
13920,11,1,8,80,18
13921,34,2,2,232,1
13922,11,1,2,160,1
13923,11,1,8,73,3
13924,34,2,2,232,47
13925,11,1,8,170,2
13926,15,2,8,80,1
13927,34,2,2,233,1
13928,11,1,8,53,1
13929,11,1,6,54,2
13930,11,1,8,73,1
13931,11,1,8,54,1
13932,15,1,2,71,1
13933,34,2,2,227,1
13934,15,2,8,80,2
13935,11,1,8,81,3
13936,11,1,6,68,1
13937,11,1,8,54,1
13938,11,1,2,10,1
13939,11,1,8,56,1
13940,15,2,8,82,4
13941,34,2,2,232,1
13942,20,1,2,134,1
13943,34,2,2,229,38
13944,10,1,2,38,1
13945,14,1,2,134,1
13946,11,1,8,65,1
13947,42,1,2,283,2
13948,11,1,8,70,2
13949,11,1,8,73,2
13950,34,2,2,232,1
13951,15,2,8,68,9
13952,15,2,2,71,1
13953,34,2,2,227,1
13954,15,2,8,71,1
13955,11,1,8,80,5
13956,15,2,8,80,1
13957,11,1,2,54,1
13958,34,2,2,232,2
13959,11,1,8,54,2
13960,11,2,8,70,2
13961,11,2,8,54,5
13962,15,2,8,71,1
13963,34,2,2,234,3
13964,15,2,8,68,2
13965,11,1,4,47,3
13966,35,4,2,301,1
13967,20,1,2,134,1
13968,11,1,8,82,10
13969,34,2,2,227,1
13970,11,1,8,82,22
13971,34,2,2,232,2
13972,11,2,8,68,1
13973,34,2,2,232,1
13974,11,1,2,54,1
13975,11,1,8,73,4
13976,24,1,2,318,1
13977,34,2,2,229,1
13978,37,4,2,365,1
13979,10,4,3,39,1
13980,35,4,2,308,1
13981,35,4,2,314,1
13982,34,2,2,227,1
13983,34,2,2,232,2
13984,15,2,8,82,1
13985,34,2,2,232,1
13986,11,1,8,73,8
13987,34,2,2,228,1
13988,11,1,8,54,3
13989,34,2,2,227,2
13990,34,2,2,232,19
13991,11,1,8,71,2
13992,34,2,2,232,2
13993,34,2,2,235,5
13994,20,1,2,134,1
13995,15,2,8,80,3
13996,11,1,2,44,1
13997,15,2,8,82,2
13998,15,2,8,80,2
13999,15,2,8,68,1
14000,54,1,2,359,8
14001,11,2,8,51,1
14002,11,2,8,54,1
14003,34,2,2,232,1
14004,11,1,8,71,3
14005,35,4,2,312,2
14006,11,1,8,54,1
14007,34,2,2,232,1
14008,11,1,8,56,3
14009,35,4,2,301,1
14010,11,1,6,54,1
14011,15,2,8,82,14
14012,34,2,2,232,1
14013,11,1,8,54,1
14014,11,2,7,75,2
14015,11,2,2,44,1
14016,11,1,8,54,1
14017,15,2,8,82,6
14018,15,2,8,82,4
14019,11,2,7,75,1
14020,15,2,8,82,2
14021,11,1,8,70,2
14022,42,2,2,290,1
14023,34,2,2,232,3
14024,34,2,2,233,5
14025,15,1,2,71,1
14026,34,2,2,227,1
14027,11,1,8,68,1
14028,11,2,8,55,1
14029,11,1,8,80,2
14030,11,1,8,71,2
14031,34,2,2,232,37
14032,34,2,2,228,6
14033,11,2,7,75,1
14034,15,2,8,71,1
14035,11,1,8,56,1
14036,34,2,2,232,2
14037,11,1,4,68,1
14038,20,1,2,134,1
14039,11,1,8,170,2
14040,34,2,2,232,1
14041,11,1,6,68,2
14042,11,1,8,71,1
14043,34,2,2,228,1
14044,15,2,8,82,1
14045,15,2,8,82,2
14046,11,1,2,44,1
14047,11,2,8,54,1
14048,11,1,8,80,1
14049,34,2,2,232,1
14050,11,1,8,54,1
14051,11,1,8,68,1
14052,34,2,2,227,1
14053,11,1,8,71,2
14054,34,2,2,232,1
14055,34,2,2,233,2
14056,35,4,2,94,1
14057,11,1,8,80,1
14058,34,2,2,233,2
14059,34,2,2,227,1
14060,38,4,2,317,2
14061,11,1,8,54,1
14062,34,2,2,233,3
14063,50,1,2,289,1
14064,20,1,2,134,1
14065,34,2,2,232,1
14066,34,2,2,229,1
14067,20,1,2,134,1
14068,15,2,8,82,14
14069,11,1,2,61,1
14070,30,5,9,133,2
14071,34,2,2,233,1
14072,11,2,8,170,1
14073,34,2,2,232,2
14074,11,1,8,196,1
14075,34,2,2,232,16
14076,11,1,8,71,2
14077,15,2,8,71,1
14078,34,2,2,232,1
14079,34,2,2,221,1
14080,20,1,2,134,1
14081,34,2,2,233,1
14082,15,2,8,82,35
14083,34,2,2,232,1
14084,34,2,2,233,1
14085,11,1,8,160,1
14086,34,2,2,232,1
14087,15,2,8,80,4
14088,11,2,8,73,1
14089,11,1,8,160,1
14090,15,2,8,82,8
14091,11,1,8,84,1
14092,11,2,8,207,1
14093,35,4,2,307,1
14094,34,2,2,232,1
14095,34,2,2,232,2
14096,11,2,8,70,1
14097,35,4,2,301,1
14098,35,4,2,307,1
14099,34,2,2,227,1
14100,15,2,8,80,2
14101,11,1,2,71,20
14102,34,2,2,229,1
14103,42,1,2,283,1
14104,34,2,2,232,1
14105,11,1,8,51,156
14106,20,1,2,134,1
14107,34,2,2,232,2
14108,11,2,8,75,5
14109,11,1,8,71,1
14110,11,1,8,68,1
14111,15,2,8,82,7
14112,15,2,8,71,2
14113,11,1,2,54,1
14114,11,1,8,54,3
14115,11,1,8,55,1
14116,20,1,2,134,1
14117,11,1,2,29,1
14118,34,2,2,232,1
14119,11,1,2,167,1
14120,10,1,3,38,1
14121,34,2,2,232,19
14122,34,2,2,232,1
14123,34,2,2,232,5
14124,11,1,8,68,1
14125,11,1,8,62,1
14126,20,1,2,134,1
14127,15,1,2,82,6
14128,11,1,6,54,1
14129,34,2,2,232,15
14130,10,1,3,38,1
14131,11,1,8,80,13
14132,35,4,2,308,1
14133,11,2,2,181,1
14134,11,1,8,55,2
14135,11,1,8,80,1
14136,34,2,2,232,2
14137,34,2,2,232,2
14138,11,2,8,73,1
14139,11,2,8,54,1
14140,11,1,8,73,1
14141,11,1,8,56,1
14142,34,2,2,232,18
14143,34,2,2,233,1
14144,34,2,2,233,1
14145,15,2,8,82,2
14146,11,1,8,55,5
14147,11,1,8,56,1
14148,11,1,8,54,9
14149,11,2,8,73,14
14150,11,2,8,73,1
14151,11,1,8,80,1
14152,11,1,7,54,1
14153,35,4,2,308,1
14154,11,1,8,74,1
14155,34,2,2,233,2
14156,34,2,2,232,1
14157,15,1,2,82,2
14158,11,1,7,75,1
14159,35,4,2,307,1
14160,34,2,2,227,2
14161,34,2,2,227,2
14162,42,1,2,283,4
14163,34,2,2,234,2
14164,34,2,2,232,1
14165,14,1,2,134,1
14166,11,2,8,87,2
14167,34,2,2,232,32
14168,34,2,2,232,4
14169,11,1,8,70,3
14170,11,1,8,55,1
14171,11,1,8,54,1
14172,34,2,2,232,1
14173,35,4,2,312,1
14174,20,1,2,134,1
14175,11,1,2,44,1
14176,20,1,2,134,1
14177,34,2,2,232,9
14178,11,1,8,81,8
14179,11,2,8,73,4
14180,34,2,2,233,2
14181,46,1,2,284,1
14182,15,2,8,80,1
14183,20,1,2,134,1
14184,34,2,2,232,8
14185,34,2,2,232,2
14186,11,1,8,71,1
14187,11,1,8,80,1
14188,15,1,2,82,4
14189,11,1,6,54,1
14190,11,1,8,80,1
14191,11,1,8,73,2
14192,11,1,8,47,1
14193,34,2,2,227,1
14194,11,1,8,55,2
14195,34,2,2,232,1
14196,11,2,8,54,1
14197,11,1,8,68,1
14198,15,2,8,82,21
14199,35,4,2,307,1
14200,15,2,8,82,1
14201,11,2,8,68,1
14202,34,2,2,233,1
14203,11,1,8,71,1
14204,34,2,2,227,1
14205,34,2,2,233,1
14206,11,1,8,80,1
14207,11,1,8,80,2
14208,34,2,2,229,1
14209,11,1,8,85,1
14210,34,2,2,232,1
14211,34,2,2,227,1
14212,11,1,8,54,1
14213,11,4,8,73,1
14214,11,1,4,54,1
14215,11,1,8,54,1
14216,34,2,2,235,10
14217,11,1,8,80,2
14218,11,1,8,54,1
14219,34,2,2,232,2
14220,11,1,8,73,1
14221,34,2,2,232,1
14222,34,2,2,233,1
14223,11,1,4,54,1
14224,11,1,8,171,2
14225,35,4,2,312,1
14226,34,2,2,234,14
14227,34,2,2,232,1
14228,11,1,8,73,2
14229,11,1,8,71,1
14230,11,1,8,71,1
14231,34,2,2,232,1
14232,15,2,8,71,1
14233,11,1,8,55,2
14234,20,1,2,134,1
14235,34,2,2,227,1
14236,11,1,8,54,2
14237,20,1,2,134,1
14238,11,1,8,68,1
14239,15,1,8,56,1
14240,11,1,8,80,1
14241,11,1,8,41,1
14242,11,1,8,56,5
14243,11,1,2,50,1
14244,11,1,2,54,1
14245,34,2,2,232,2
14246,42,1,2,283,1
14247,11,1,8,80,2
14248,15,2,8,82,7
14249,11,1,8,56,1
14250,34,2,2,232,5
14251,34,2,2,227,1
14252,11,1,8,55,1
14253,11,1,8,82,2
14254,11,1,4,163,3
14255,15,2,8,82,5
14256,11,1,8,55,1
14257,34,2,2,227,1
14258,15,2,8,82,2
14259,34,2,2,232,5
14260,34,2,2,232,1
14261,11,1,8,73,6
14262,34,2,2,232,6
14263,34,2,2,227,1
14264,11,1,8,54,6
14265,11,1,8,70,1
14266,11,1,2,134,1
14267,11,1,8,54,2
14268,34,2,2,232,21
14269,11,2,8,73,22
14270,34,2,2,234,5
14271,42,1,2,283,1
14272,11,1,2,68,1
14273,34,2,2,232,19
14274,11,1,2,75,1
14275,11,1,8,55,3
14276,11,1,8,71,1
14277,11,1,8,181,1
14278,46,1,2,284,1
14279,11,1,8,55,8
14280,11,1,2,47,1
14281,11,1,8,170,1
14282,34,2,2,227,1
14283,20,1,2,134,1
14284,35,4,2,312,3
14285,11,1,8,71,2
14286,11,1,8,73,1
14287,20,1,2,134,1
14288,34,2,2,232,2
14289,11,1,8,74,2
14290,20,1,2,134,1
14291,34,2,2,232,1
14292,11,1,8,55,1
14293,34,2,2,232,7
14294,34,2,2,233,1
14295,34,2,2,232,5
14296,20,1,2,219,1
14297,11,1,8,54,5
14298,35,4,2,312,2
14299,34,2,2,232,2
14300,11,2,8,73,3
14301,11,1,2,44,1
14302,34,2,2,232,1
14303,11,1,8,68,1
14304,34,2,2,228,2
14305,42,1,2,283,1
14306,11,1,8,170,35
14307,23,4,7,223,1
14308,11,1,8,56,2
14309,34,2,2,232,1
14310,54,4,2,360,1
14311,11,2,2,46,1
14312,11,1,8,54,2
14313,42,2,2,283,1
14314,34,2,2,233,6
14315,11,1,8,170,1
14316,34,2,2,228,25
14317,34,2,2,232,3
14318,11,1,8,71,1
14319,34,2,2,232,1
14320,15,2,8,82,6
14321,34,2,2,232,1
14322,34,2,2,232,4
14323,34,2,2,227,1
14324,11,1,8,54,1
14325,34,2,2,233,2
14326,11,1,8,73,9
14327,11,2,8,55,1
14328,11,1,8,71,1
14329,42,1,2,283,1
14330,34,2,2,232,3
14331,11,1,8,87,1
14332,34,2,2,228,1
14333,15,1,2,82,4
14334,11,1,2,75,1
14335,11,1,8,201,3
14336,11,2,8,68,1
14337,20,1,2,134,1
14338,34,2,2,232,2
14339,20,1,2,219,1
14340,35,4,2,312,1
14341,35,4,2,307,1
14342,11,1,2,85,1
14343,11,1,8,41,1
14344,11,2,8,54,1
14345,34,2,2,228,1
14346,11,1,2,55,1
14347,34,2,2,228,1
14348,34,2,2,232,1
14349,34,2,2,232,31
14350,11,1,2,134,1
14351,34,2,2,228,1
14352,34,2,2,232,9
14353,15,2,8,82,24
14354,34,2,2,232,1
14355,11,1,8,73,9
14356,11,1,8,56,1
14357,34,2,2,227,3
14358,34,2,2,232,11
14359,24,1,2,239,4
14360,15,2,8,80,1
14361,11,1,8,80,3
14362,11,1,8,84,1
14363,34,2,2,232,3
14364,34,2,2,229,1
14365,20,1,2,134,1
14366,20,1,2,134,1
14367,15,2,8,71,10
14368,15,2,8,82,18
14369,20,1,2,134,1
14370,15,2,8,82,3
14371,34,2,2,232,2
14372,34,2,2,232,1
14373,15,2,8,71,1
14374,23,4,7,306,1
14375,20,1,2,134,1
14376,11,1,8,55,1
14377,11,1,8,70,9
14378,11,2,8,73,8
14379,34,2,2,232,4
14380,34,2,2,232,1
14381,15,2,8,80,1
14382,15,2,8,82,4
14383,20,1,2,134,1
14384,11,1,8,82,2
14385,11,1,8,70,4
14386,20,1,2,134,1
14387,34,2,2,232,2
14388,11,1,2,82,33
14389,34,2,2,232,1
14390,11,1,8,71,1
14391,11,1,8,81,2
14392,34,2,2,227,1
14393,34,2,2,232,2
14394,34,2,2,221,1
14395,20,1,2,95,1
14396,34,2,2,232,10
14397,34,2,2,227,1
14398,34,2,2,232,1
14399,11,1,8,55,1
14400,11,2,8,70,1
14401,34,2,2,232,35
14402,11,1,8,68,1
14403,11,1,7,54,1
14404,34,2,2,232,3
14405,11,1,8,55,8
14406,11,1,6,54,1
14407,34,2,2,232,1
14408,15,2,8,82,2
14409,11,1,8,73,9
14410,11,1,8,71,1
14411,11,1,2,71,2
14412,11,1,8,73,3
14413,35,4,2,312,1
14414,11,1,2,82,1
14415,11,1,6,68,1
14416,15,1,2,71,1
14417,20,1,2,134,1
14418,8,1,2,81,2
14419,34,2,2,232,6
14420,15,2,8,82,13
14421,35,4,2,95,1
14422,11,1,8,209,1
14423,11,1,8,82,1
14424,20,1,2,134,1
14425,11,1,8,54,2
14426,11,1,8,73,4
14427,15,2,8,82,24
14428,34,2,2,233,2
14429,35,4,2,312,2
14430,34,2,2,232,1
14431,42,1,2,283,1
14432,42,1,2,283,1
14433,11,1,8,82,7
14434,20,1,2,134,1
14435,11,1,8,55,1
14436,34,2,2,227,1
14437,35,4,2,312,1
14438,15,1,2,71,1
14439,11,1,8,74,1
14440,11,1,8,71,5
14441,11,1,6,54,2
14442,20,1,2,134,1
14443,11,1,8,209,1
14444,34,2,2,232,24
14445,11,1,8,73,3
14446,34,2,2,232,1
14447,11,2,8,68,1
14448,10,1,3,35,1
14449,15,2,8,80,1
14450,34,2,2,232,16
14451,11,1,2,54,2
14452,34,2,2,230,1
14453,34,2,2,232,1
14454,34,2,2,234,26
14455,15,2,8,71,5
14456,11,1,8,71,9
14457,34,2,2,232,8
14458,15,2,8,71,3
14459,42,1,2,283,1
14460,11,1,8,73,3
14461,11,1,8,71,1
14462,11,1,8,42,2
14463,11,1,8,24,1
14464,11,1,8,66,1
14465,35,4,2,312,2
14466,15,2,8,82,2
14467,11,2,8,54,1
14468,34,2,2,232,20
14469,11,2,8,170,1
14470,11,1,8,71,3
14471,34,2,2,232,3
14472,11,1,6,68,2
14473,11,1,8,80,2
14474,11,1,6,68,1
14475,11,1,8,73,4
14476,34,2,2,232,1
14477,34,2,2,232,10
14478,34,2,2,233,2
14479,11,1,8,70,1
14480,34,2,2,232,14
14481,34,2,2,233,1
14482,15,1,8,82,4
14483,11,1,8,70,8
14484,11,1,8,73,5
14485,11,1,2,44,1
14486,21,1,2,135,1
14487,11,1,8,71,2
14488,11,1,8,68,1
14489,22,4,7,305,2
14490,11,1,8,55,1
14491,34,2,2,232,1
14492,11,1,8,44,1
14493,11,1,8,68,1
14494,20,1,2,134,1
14495,11,1,8,71,1
14496,34,2,2,232,3
14497,34,2,2,235,1
14498,34,2,2,232,1
14499,11,1,8,73,8
14500,11,1,8,87,2
14501,35,4,2,312,1
14502,11,1,8,71,2
14503,34,2,2,232,1
14504,34,2,2,232,15
14505,34,2,2,227,1
14506,15,2,8,71,1
14507,34,2,2,234,3
14508,34,2,2,227,1
14509,34,2,2,227,1
14510,11,1,4,54,1
14511,42,1,2,283,9
14512,15,2,8,82,30
14513,11,1,8,80,1
14514,34,2,2,235,2
14515,20,1,2,134,1
14516,42,1,2,283,1
14517,34,2,2,233,5
14518,34,2,2,232,34
14519,34,2,2,232,2
14520,11,1,8,171,2
14521,11,1,8,68,1
14522,34,2,2,227,1
14523,20,1,2,134,1
14524,34,2,2,227,1
14525,11,1,4,54,1
14526,20,1,2,134,1
14527,34,2,2,232,8
14528,34,2,2,227,2
14529,34,2,2,229,35
14530,11,1,6,54,1
14531,34,2,2,227,1
14532,11,1,8,51,3
14533,11,1,2,25,2
14534,11,1,8,82,3
14535,15,1,8,82,3
14536,11,1,4,68,1
14537,11,1,2,70,1
14538,34,2,2,232,26
14539,11,1,8,54,3
14540,11,1,2,68,1
14541,11,1,8,73,13
14542,42,1,2,283,1
14543,11,1,2,66,1
14544,20,1,2,134,1
14545,34,2,2,232,7
14546,20,1,2,134,1
14547,15,2,8,82,11
14548,11,1,8,171,1
14549,2,1,2,1,1
14550,15,2,8,71,1
14551,34,2,2,232,1
14552,11,1,8,54,2
14553,11,1,8,82,4
14554,34,2,2,232,17
14555,34,2,2,232,1
14556,20,1,2,134,1
14557,11,1,8,74,1
14558,11,1,8,71,1
14559,20,1,2,134,1
14560,34,2,2,232,7
14561,34,2,2,232,1
14562,11,1,8,54,1
14563,15,2,8,82,2
14564,9,1,2,15,1
14565,11,2,8,81,1
14566,34,2,2,232,1
14567,34,2,2,232,2
14568,11,1,2,71,9
14569,15,2,8,82,6
14570,20,1,2,134,1
14571,34,2,2,232,8
14572,11,1,8,54,1
14573,21,1,2,135,2
14574,11,1,8,82,21
14575,11,1,8,55,1
14576,2,1,2,1,1
14577,15,2,8,82,5
14578,13,1,6,273,1
14579,34,2,2,232,2
14580,20,1,2,134,1
14581,11,1,8,73,75
14582,34,2,2,232,2
14583,15,2,8,82,8
14584,42,1,2,283,9
14585,42,1,2,283,1
14586,11,1,6,54,3
14587,35,4,2,312,1
14588,15,2,8,80,2
14589,35,4,2,313,1
14590,34,2,2,229,5
14591,11,2,8,68,8
14592,11,1,8,71,1
14593,15,2,8,80,2
14594,34,2,2,227,1
14595,15,2,8,80,1
14596,34,2,2,233,1
14597,11,1,8,73,1
14598,11,1,8,70,1
14599,11,2,8,55,1
14600,34,2,2,229,13
14601,11,2,8,55,3
14602,11,1,8,169,1
14603,15,2,8,82,10
14604,11,1,8,71,1
14605,11,1,8,54,6
14606,11,2,8,54,1
14607,34,2,2,232,10
14608,34,2,2,233,22
14609,34,2,2,232,1
14610,35,4,2,307,1
14611,15,2,8,82,7
14612,20,1,2,134,1
14613,35,4,2,307,1
14614,6,1,1,54,1
14615,34,2,2,232,1
14616,15,2,8,80,2
14617,20,1,2,134,1
14618,42,1,2,283,2
14619,34,2,2,232,1
14620,34,2,2,232,3
14621,34,2,2,232,1
14622,34,2,2,228,28
14623,34,2,2,232,68
14624,34,2,2,232,30
14625,34,2,2,232,1
14626,11,2,7,75,2
14627,11,2,8,54,5
14628,15,2,8,82,8
14629,34,2,2,232,12
14630,11,1,8,73,3
14631,15,2,8,82,3
14632,34,2,2,227,1
14633,20,1,2,95,1
14634,34,2,2,227,1
14635,34,2,2,232,1
14636,34,2,2,232,1
14637,34,2,2,232,1
14638,34,2,2,232,1
14639,11,1,8,54,4
14640,20,1,2,134,1
14641,34,2,2,232,1
14642,34,2,2,232,1
14643,34,2,2,233,1
14644,34,2,2,232,1
14645,20,1,2,134,1
14646,54,4,2,360,2
14647,11,1,8,80,1
14648,42,4,2,368,1
14649,11,1,8,51,3
14650,11,1,8,73,11
14651,11,1,8,70,1
14652,15,1,2,82,2
14653,34,2,2,232,2
14654,15,2,8,71,1
14655,11,1,8,54,2
14656,34,2,2,227,1
14657,34,2,2,228,1
14658,20,1,2,134,1
14659,11,1,6,68,1
14660,11,1,8,80,1
14661,11,1,8,68,1
14662,11,1,8,82,6
14663,34,2,2,232,4
14664,11,1,8,74,2
14665,15,2,8,82,2
14666,34,2,2,227,1
14667,11,1,8,71,2
14668,15,2,8,71,1
14669,42,2,2,283,1
14670,11,2,8,54,3
14671,20,1,2,94,1
14672,11,1,2,75,1
14673,42,1,2,283,1
14674,34,2,2,232,2
14675,11,1,8,71,3
14676,11,1,8,70,1
14677,20,1,2,134,1
14678,34,2,2,229,46
14679,11,2,8,73,6
14680,15,2,8,82,12
14681,35,4,2,313,2
14682,23,4,7,225,1
14683,20,1,2,134,1
14684,11,2,8,73,1
14685,34,2,2,234,6
14686,11,1,2,55,2
14687,11,1,2,25,1
14688,34,2,2,228,1
14689,20,1,2,134,2
14690,34,2,2,232,4
14691,15,2,8,82,2
14692,15,2,8,82,5
14693,20,1,2,134,1
14694,34,2,2,227,1
14695,11,1,8,71,1
14696,15,2,8,82,18
14697,42,1,2,283,2
14698,20,1,2,134,1
14699,11,1,2,71,5
14700,15,2,8,82,8
14701,11,1,8,80,1
14702,11,1,8,70,2
14703,11,1,8,62,1
14704,11,1,8,71,1
14705,11,1,8,73,1
14706,11,1,2,82,1
14707,35,4,2,313,1
14708,11,1,6,68,1
14709,11,2,7,75,1
14710,11,1,8,71,1
14711,11,1,8,73,21
14712,11,1,8,54,4
14713,34,2,2,221,1
14714,34,2,2,232,2
14715,11,2,8,55,1
14716,11,1,8,73,4
14717,11,2,8,55,1
14718,11,1,6,54,2
14719,21,1,2,95,1
14720,35,4,2,307,1
14721,20,1,2,134,1
14722,15,2,8,71,1
14723,11,1,8,55,1
14724,15,2,8,82,18
14725,20,1,2,134,1
14726,11,1,7,54,1
14727,34,2,2,235,1
14728,42,1,2,283,4
14729,11,1,8,73,6
14730,11,1,8,62,1
14731,11,1,6,54,3
14732,42,1,2,283,1
14733,34,2,2,234,1
14734,11,1,8,71,1
14735,11,1,8,82,11
14736,34,2,2,232,21
14737,15,2,8,82,26
14738,34,2,2,94,1
14739,27,5,9,240,2
14740,11,2,8,70,5
14741,20,1,2,134,1
14742,35,4,2,313,1
14743,11,1,8,80,4
14744,34,2,2,227,1
14745,34,2,2,232,2
14746,34,2,2,232,1
14747,11,1,8,54,1
14748,11,2,8,70,1
14749,11,1,8,170,1
14750,34,2,2,232,8
14751,34,2,2,229,1
