id,count_et,count_st,count_rt,count_lf,count_vol
14675,2,1,1,4,3
14676,1,1,1,2,2
14677,3,1,1,5,3
14678,2,1,1,6,5
14679,1,1,1,1,1
14680,1,1,1,1,1
14681,1,1,1,2,1
14682,1,1,1,2,1
14683,3,1,1,5,1
14684,1,1,1,1,1
14685,2,1,1,2,2
14686,3,1,2,5,4
14687,3,1,2,5,4
14688,2,1,1,4,2
14689,1,1,1,2,1
14690,2,1,1,6,2
14691,1,1,1,1,1
14692,1,1,1,2,2
14693,2,1,1,3,2
14694,1,1,1,2,1
14695,3,1,1,4,4
14696,1,1,1,2,2
14697,2,1,1,4,3
14698,1,1,1,1,1
14699,3,1,2,4,4
14700,1,1,1,2,2
14701,2,1,1,4,3
14702,1,1,1,2,1
14703,1,1,1,4,1
14704,2,1,1,6,5
14705,1,1,1,2,2
14706,3,1,2,4,2
14707,1,1,1,2,1
14708,2,1,2,4,1
14709,3,1,2,4,3
14710,3,1,1,4,4
14711,1,1,1,2,2
14712,1,1,1,2,1
14713,2,1,1,2,2
14714,2,1,1,2,2
14715,1,1,1,1,1
14716,1,1,1,2,1
14717,1,1,1,2,2
14718,2,1,2,3,3
14719,2,1,1,2,2
14720,1,1,1,2,1
14721,3,1,1,4,2
14722,1,1,1,3,2
14723,1,1,1,2,2
14724,1,1,1,2,2
14725,3,1,1,5,4
14726,2,1,2,4,4
14727,2,1,1,5,5
14728,3,1,1,6,5
14729,1,1,1,3,3
14730,1,1,1,6,2
14731,2,1,2,4,4
14732,4,1,1,7,4
14733,2,1,1,2,1
14734,2,1,1,4,4
14735,2,1,1,2,2
14736,2,1,1,2,2
14737,1,1,1,2,2
14738,2,1,1,5,3
14739,1,1,1,1,1
14740,1,1,1,1,1
14741,1,1,1,1,1
14742,1,1,1,2,1
14743,2,1,1,2,2
14744,2,1,1,4,1
14745,2,1,1,6,5
14746,2,1,1,8,7
14747,1,1,1,2,2
14748,1,1,1,2,2
14749,1,1,1,3,3
14750,2,1,1,2,2
14751,2,1,1,8,7
14752,2,1,1,2,2
14753,2,1,1,2,1
14754,2,1,1,4,1
14755,1,1,1,1,1
14756,2,1,1,2,2
14757,1,1,1,2,1
14758,1,1,1,1,1
14759,1,1,1,2,2
14760,2,1,1,4,4
14761,2,1,1,4,1
14762,2,1,2,6,4
14763,2,1,1,5,3
14764,1,1,1,4,3
14765,2,1,1,4,4
14766,2,1,1,6,1
14767,1,1,1,2,1
14768,1,1,1,2,2
14769,2,1,1,2,1
14770,1,1,1,1,1
14771,1,1,1,3,3
14772,2,1,1,5,3
14773,1,1,1,2,1
14774,2,1,1,2,1
14775,1,1,1,2,1
14776,2,1,1,4,4
14777,1,1,1,2,2
14778,3,1,3,3,2
14779,2,1,1,5,5
14780,2,1,2,2,2
14781,1,1,1,1,1
14782,1,1,1,1,1
14783,2,1,2,2,2
14784,1,1,1,1,1
14785,1,1,1,2,1
14786,2,1,1,8,6
14787,1,1,1,1,1
14788,2,1,1,4,3
14789,1,1,1,2,1
14790,1,1,1,1,1
14791,2,1,1,6,2
14792,2,1,2,4,2
14793,2,1,1,2,1
14794,2,1,1,2,1
14795,2,1,1,2,2
14796,3,1,2,5,1
14797,2,1,1,4,2
14798,1,1,1,3,1
14799,1,1,1,2,1
14800,2,1,2,3,3
14801,2,1,1,2,1
14802,2,1,1,6,2
14803,2,1,1,3,1
14804,4,1,2,9,2
14805,2,1,1,8,6
14806,1,1,1,2,2
14807,1,1,1,2,2
14808,1,1,1,2,1
14809,2,1,1,1,1
14810,2,1,1,2,2
14811,1,1,1,8,3
14812,3,1,1,6,5
14813,2,1,1,5,3
14814,2,1,1,6,5
14815,1,1,1,2,2
14816,1,1,1,1,1
14817,2,1,2,2,1
14818,2,1,2,4,3
14819,2,1,1,2,2
14820,2,1,2,5,5
14821,1,1,1,1,1
14822,1,1,1,1,1
14823,2,1,1,6,5
14824,1,1,1,2,1
14825,1,1,1,2,1
14826,2,1,1,6,3
14827,1,1,1,2,2
14828,2,1,1,6,4
14829,2,1,1,8,6
14830,1,1,1,2,1
14831,2,1,1,2,2
14832,1,1,1,2,2
14833,1,1,1,1,1
14834,2,1,2,3,2
14835,1,1,1,4,2
14836,1,1,1,2,1
14837,1,1,1,3,3
14838,2,1,1,3,3
14839,2,1,1,14,4
14840,1,1,1,2,2
14841,1,1,1,1,1
14842,1,1,1,2,1
14843,2,1,1,3,1
14844,2,1,2,4,2
14845,2,1,1,2,1
14846,3,1,1,5,2
14847,1,1,1,2,1
14848,1,1,1,2,1
14849,2,1,2,3,3
14850,1,1,1,2,1
14851,1,1,1,2,2
14852,3,1,1,4,1
14853,2,1,1,2,1
14854,2,1,1,2,2
14855,2,1,1,5,1
14856,2,1,1,5,5
14857,2,1,1,4,2
14858,2,1,1,5,3
14859,2,1,1,5,5
14860,2,1,1,2,2
14861,2,1,1,4,2
14862,3,1,2,2,1
14863,2,1,1,6,5
14864,2,1,2,4,3
14865,2,1,1,4,1
14866,2,1,1,8,4
14867,1,1,1,1,1
14868,1,1,1,2,2
14869,2,1,1,4,2
14870,2,1,1,6,5
14871,3,1,2,7,1
14872,1,1,1,2,1
14873,1,1,1,1,1
14874,1,1,1,2,1
14875,1,1,1,2,2
14876,1,1,1,1,1
14877,1,1,1,2,1
14878,2,1,2,3,2
14879,2,1,1,2,2
14880,1,1,1,1,1
14881,1,1,1,2,2
14882,1,1,1,2,2
14883,2,1,1,7,4
14884,2,1,2,2,2
14885,1,1,1,2,2
14886,2,1,1,6,5
14887,2,1,2,3,3
14888,2,1,1,2,2
14889,1,1,1,3,2
14890,1,1,1,2,2
14891,2,1,1,2,1
14892,2,1,1,2,2
14893,2,1,2,4,2
14894,1,1,1,2,2
14895,3,1,3,4,2
14896,2,1,1,6,6
14897,1,1,1,1,1
14898,1,1,1,3,1
14899,2,1,1,2,2
14900,2,1,1,2,2
14901,2,1,1,8,6
14902,1,1,1,2,1
14903,1,1,1,2,1
14904,1,1,1,1,1
14905,2,1,1,4,1
14906,1,1,1,2,1
14907,1,1,1,2,2
14908,2,1,1,3,3
14909,1,1,1,1,1
14910,3,1,1,6,4
14911,1,1,1,2,1
14912,2,1,1,8,5
14913,1,1,1,2,2
14914,2,1,1,7,5
14915,1,1,1,2,1
14916,1,1,1,2,1
14917,1,1,1,1,1
14918,2,1,1,3,3
14919,2,1,1,4,2
14920,2,1,2,2,2
14921,1,1,1,2,1
14922,2,1,2,2,1
14923,1,1,1,2,2
14924,1,1,1,2,2
14925,2,1,1,2,2
14926,3,1,2,4,1
14927,2,1,1,2,1
14928,1,1,1,1,1
14929,1,1,1,2,1
14930,1,1,1,2,2
14931,1,1,1,2,2
14932,2,1,1,2,1
14933,1,1,1,2,2
14934,1,1,1,2,1
14935,2,1,1,6,4
14936,2,1,1,5,5
14937,3,1,1,8,1
14938,2,1,2,3,2
14939,1,1,1,2,2
14940,2,1,1,4,1
14941,2,1,2,4,3
14942,4,1,1,8,7
14943,2,1,1,10,5
14944,1,1,1,4,2
14945,2,1,1,2,1
14946,1,1,1,1,1
14947,2,1,1,6,6
14948,1,1,1,1,1
14949,1,1,1,1,1
14950,2,1,1,4,2
14951,2,1,1,7,1
14952,1,1,1,1,1
14953,1,1,1,3,3
14954,1,1,1,2,2
14955,2,1,1,3,3
14956,2,1,1,3,3
14957,1,1,1,2,1
14958,1,1,1,1,1
14959,2,1,1,4,1
14960,2,1,1,6,6
14961,1,1,1,1,1
14962,2,1,1,6,6
14963,1,1,1,1,1
14964,1,1,1,4,4
14965,2,1,2,5,2
14966,1,1,1,1,1
14967,1,1,1,1,1
14968,2,1,1,6,1
14969,2,1,1,4,4
14970,3,1,2,8,2
14971,2,1,1,3,2
14972,1,1,1,1,1
14973,3,1,1,4,1
14974,2,1,1,6,3
14975,1,1,1,1,1
14976,1,1,1,3,3
14977,3,1,1,8,4
14978,2,1,1,4,3
14979,1,1,1,2,1
14980,1,1,1,3,1
14981,2,1,1,8,1
14982,2,1,1,10,6
14983,1,1,1,2,2
14984,1,1,1,2,2
14985,2,1,2,4,2
14986,1,1,1,2,2
14987,2,1,1,2,2
14988,2,1,1,3,3
14989,2,1,1,6,5
14990,2,1,1,6,4
14991,3,1,2,4,3
14992,1,1,1,2,2
14993,1,1,1,2,2
14994,1,1,1,1,1
14995,2,1,1,2,1
14996,2,1,1,4,3
14997,1,1,1,3,3
14998,1,1,1,4,4
14999,2,1,1,2,1
15000,2,1,1,3,2
15001,1,1,1,2,2
15002,1,1,1,1,1
15003,1,1,1,1,1
15004,1,1,1,2,1
15005,2,1,1,3,3
15006,1,1,1,2,2
15007,1,1,1,2,2
15008,2,1,1,2,2
15009,2,1,1,2,2
15010,1,1,1,2,2
15011,1,1,1,2,1
15012,1,1,1,3,3
15013,1,1,1,3,3
15014,2,1,1,7,4
15015,2,1,1,4,2
15016,1,1,1,2,1
15017,1,1,1,2,2
15018,2,1,1,6,3
15019,1,1,1,2,1
15020,2,1,1,5,2
15021,1,1,1,2,1
15022,2,1,1,2,2
15023,2,1,2,4,2
15024,1,1,1,2,1
15025,1,1,1,1,1
15026,1,1,1,1,1
15027,2,1,1,1,1
15028,2,1,2,3,1
15029,1,1,1,2,2
15030,2,1,1,2,2
15031,2,1,1,2,1
15032,1,1,1,2,2
15033,2,1,1,4,4
15034,3,1,1,6,1
15035,2,1,1,4,3
15036,4,1,1,6,1
15037,1,1,1,2,1
15038,1,1,1,3,1
15039,1,1,1,2,1
15040,1,1,1,2,1
15041,1,1,1,2,2
15042,2,1,1,2,2
15043,1,1,1,2,2
15044,2,1,2,5,3
15045,1,1,1,2,2
15046,2,1,2,2,1
15047,1,1,1,8,3
15048,2,1,1,2,2
15049,2,1,1,2,1
15050,1,1,1,2,2
15051,2,1,1,2,2
15052,2,1,1,2,2
15053,1,1,1,2,2
15054,1,1,1,1,1
15055,1,1,1,2,2
15056,2,1,1,2,1
15057,1,1,1,2,2
15058,2,1,1,2,1
15059,1,1,1,1,1
15060,1,1,1,2,2
15061,2,1,1,4,1
15062,2,1,1,2,2
15063,1,1,1,1,1
15064,2,1,1,4,2
15065,2,1,1,2,1
15066,2,1,1,4,1
15067,1,1,1,2,2
15068,2,1,1,4,1
15069,2,1,1,4,3
15070,2,1,1,2,1
15071,2,1,1,3,3
15072,1,1,1,2,2
15073,2,1,1,2,2
15074,2,1,1,4,4
15075,1,1,1,2,2
15076,1,1,1,2,2
15077,2,1,1,4,4
15078,2,1,1,4,3
15079,3,1,1,4,3
15080,2,1,1,4,1
15081,2,1,1,4,4
15082,2,1,1,4,3
15083,2,1,1,3,2
15084,1,1,1,1,1
15085,1,1,1,2,2
15086,1,1,1,5,4
15087,1,1,1,1,1
15088,1,1,1,1,1
15089,1,1,1,3,3
15090,2,1,1,4,4
15091,2,1,1,6,2
15092,1,1,1,2,2
15093,1,1,1,2,1
15094,2,1,1,2,2
15095,3,1,1,10,3
15096,3,1,2,5,2
15097,2,1,2,2,1
15098,2,1,1,3,1
15099,1,1,1,1,1
15100,3,1,2,4,1
15101,2,1,1,2,2
15102,1,1,1,3,3
15103,2,1,1,2,1
15104,1,1,1,2,1
15105,3,1,2,4,4
15106,1,1,1,2,2
15107,1,1,1,1,1
15108,1,1,1,2,1
15109,1,1,1,7,1
15110,1,1,1,4,3
15111,1,1,1,1,1
15112,1,1,1,1,1
15113,1,1,1,2,2
15114,2,1,1,4,1
15115,2,1,1,3,1
15116,1,1,1,2,2
15117,2,1,1,4,4
15118,1,1,1,2,1
15119,1,1,1,2,1
15120,1,1,1,2,1
15121,1,1,1,2,2
15122,1,1,1,2,1
15123,1,1,1,2,2
15124,1,1,1,2,2
15125,2,1,1,3,1
15126,1,1,1,1,1
15127,1,1,1,3,1
15128,2,1,2,2,2
15129,1,1,1,2,1
15130,2,1,1,6,5
15131,2,1,1,6,3
15132,1,1,1,2,1
15133,1,1,1,2,2
15134,2,1,1,3,2
15135,2,1,1,2,2
15136,2,1,1,4,1
15137,2,1,1,5,1
15138,1,1,1,2,2
15139,2,1,1,4,4
15140,2,1,2,1,1
15141,1,1,1,2,2
15142,2,1,1,6,2
15143,2,1,1,6,3
15144,2,1,1,6,6
15145,1,1,1,2,2
15146,1,1,1,1,1
15147,2,1,1,3,3
15148,2,1,1,5,4
15149,1,1,1,1,1
15150,2,1,2,1,1
15151,2,1,1,2,2
15152,1,1,1,6,2
15153,1,1,1,3,3
15154,2,1,1,7,4
15155,6,1,1,9,6
15156,2,1,1,10,3
15157,1,1,1,4,4
15158,1,1,1,1,1
15159,2,1,2,2,2
15160,1,1,1,2,1
15161,2,1,2,3,2
15162,1,1,1,2,1
15163,1,1,1,2,1
15164,1,1,1,2,2
15165,2,1,1,10,9
15166,1,1,1,2,1
15167,2,1,1,2,2
15168,1,1,1,2,1
15169,1,1,1,3,3
15170,1,1,1,2,1
15171,2,1,1,2,2
15172,1,1,1,5,4
15173,1,1,1,2,1
15174,2,1,1,3,2
15175,2,1,1,2,1
15176,2,1,1,4,4
15177,1,1,1,1,1
15178,2,1,1,2,1
15179,2,1,1,2,2
15180,1,1,1,2,1
15181,4,1,4,4,1
15182,1,1,1,4,3
15183,1,1,1,1,1
15184,10,1,1,20,12
15185,2,1,1,4,1
15186,2,1,1,2,2
15187,1,1,1,1,1
15188,2,1,2,4,2
15189,1,1,1,4,4
15190,2,1,1,2,2
15191,1,1,1,2,2
15192,1,1,1,2,2
15193,1,1,1,2,1
15194,2,1,1,2,2
15195,2,1,1,5,3
15196,1,1,1,1,1
15197,1,1,1,1,1
15198,4,1,1,4,1
15199,2,1,2,4,1
15200,2,1,2,1,1
15201,1,1,1,2,2
15202,2,1,1,2,1
15203,2,1,1,2,2
15204,2,1,1,4,4
15205,2,1,1,6,6
15206,1,1,1,1,1
15207,2,1,2,4,3
15208,2,1,1,4,1
15209,2,1,1,3,3
15210,2,1,2,2,2
15211,1,1,1,1,1
15212,2,1,1,6,5
15213,2,1,1,8,5
15214,1,1,1,2,2
15215,2,1,1,6,2
15216,2,1,2,2,2
15217,2,1,1,2,2
15218,3,1,1,4,4
15219,1,1,1,2,1
15220,1,1,1,2,1
15221,1,1,1,7,4
15222,2,1,2,3,2
15223,2,1,1,2,2
15224,1,1,1,2,2
15225,1,1,1,2,1
15226,1,1,1,2,1
15227,1,1,1,2,2
15228,1,1,1,5,3
15229,1,1,1,2,2
15230,1,1,1,2,1
15231,1,1,1,2,1
15232,2,1,1,5,1
15233,1,1,1,2,2
15234,2,1,1,6,2
15235,1,1,1,2,1
15236,2,1,1,4,4
15237,1,1,1,3,1
15238,2,1,1,2,2
15239,1,1,1,2,1
15240,2,1,1,4,2
15241,3,1,2,3,1
15242,2,1,1,6,3
15243,2,1,1,3,1
15244,2,1,1,4,1
15245,2,1,1,3,3
15246,1,1,1,1,1
15247,2,1,1,4,4
15248,1,1,1,2,2
15249,1,1,1,4,2
15250,3,1,1,4,4
15251,2,1,1,6,4
15252,2,1,1,2,2
15253,3,1,2,4,3
15254,2,1,1,2,1
15255,2,1,1,5,3
15256,2,1,1,4,3
15257,1,1,1,2,1
15258,1,1,1,1,1
15259,2,1,1,4,2
15260,1,1,1,1,1
15261,2,1,2,4,4
15262,2,1,1,5,2
15263,1,1,1,2,1
15264,2,1,2,4,2
15265,1,1,1,2,2
15266,1,1,1,2,1
15267,2,1,1,2,2
15268,2,1,1,2,1
15269,2,1,1,2,1
15270,2,1,1,4,3
15271,2,1,1,8,4
15272,1,1,1,2,1
15273,2,1,1,4,2
15274,2,1,1,4,3
15275,1,1,1,2,2
15276,2,1,2,4,2
15277,1,1,1,2,2
15278,2,1,1,5,1
15279,2,1,1,6,4
15280,3,1,1,4,1
15281,1,1,1,1,1
15282,2,1,1,6,5
15283,1,1,1,3,2
15284,2,1,1,2,2
15285,2,1,1,4,1
15286,2,1,1,5,1
15287,1,1,1,1,1
15288,1,1,1,2,2
15289,1,1,1,2,1
15290,2,1,1,2,1
15291,2,1,1,2,1
15292,2,1,1,10,8
15293,3,1,1,6,2
15294,2,1,1,2,2
15295,1,1,1,2,1
15296,2,1,1,10,8
15297,2,1,2,3,1
15298,1,1,1,2,2
15299,3,1,2,6,1
15300,3,1,1,3,1
15301,2,1,2,3,1
15302,3,1,1,4,3
15303,2,1,1,4,2
15304,1,1,1,2,2
15305,1,1,1,1,1
15306,1,1,1,3,1
15307,2,1,1,6,6
15308,3,1,3,6,3
15309,3,1,1,6,4
15310,2,1,2,3,1
15311,1,1,1,2,1
15312,2,1,1,2,2
15313,2,1,1,6,4
15314,1,1,1,2,2
15315,2,1,1,4,4
15316,1,1,1,3,2
15317,1,1,1,2,2
15318,3,1,2,7,3
15319,2,1,1,8,1
15320,2,1,1,2,1
15321,1,1,1,5,5
15322,3,1,1,9,3
15323,1,1,1,2,2
15324,1,1,1,4,3
15325,2,1,1,2,2
15326,1,1,1,2,2
15327,1,1,1,1,1
15328,1,1,1,1,1
15329,2,1,2,2,2
15330,1,1,1,2,2
15331,2,1,1,5,5
15332,2,1,1,2,1
15333,1,1,1,4,1
15334,2,1,1,6,1
15335,1,1,1,2,2
15336,2,1,1,2,1
15337,1,1,1,2,1
15338,2,1,2,2,1
15339,2,1,1,5,5
15340,1,1,1,2,2
15341,2,1,1,2,1
15342,2,1,1,8,3
15343,1,1,1,5,4
15344,2,1,1,6,1
15345,2,1,1,4,4
15346,1,1,1,2,2
15347,1,1,1,2,2
15348,2,1,1,13,12
15349,2,1,1,4,2
15350,1,1,1,1,1
15351,3,1,2,4,2
15352,2,1,1,2,1
15353,2,1,1,3,1
15354,2,1,1,4,2
15355,1,1,1,1,1
15356,2,1,1,6,6
15357,2,1,2,3,2
15358,1,1,1,1,1
15359,1,1,1,1,1
15360,1,1,1,2,2
15361,2,1,1,4,4
15362,1,1,1,3,3
15363,1,1,1,1,1
15364,1,1,1,2,1
15365,2,1,1,4,2
15366,2,1,1,2,2
15367,1,1,1,2,2
15368,1,1,1,2,2
15369,1,1,1,3,3
15370,1,1,1,1,1
15371,1,1,1,1,1
15372,2,1,1,8,6
15373,1,1,1,2,2
15374,2,1,1,2,1
15375,1,1,1,2,2
15376,4,1,1,4,1
15377,2,1,1,2,1
15378,2,1,1,3,2
15379,2,1,1,2,2
15380,3,1,2,4,3
15381,1,1,1,3,3
15382,1,1,1,2,2
15383,1,1,1,2,1
15384,1,1,1,2,2
15385,2,1,2,1,1
15386,1,1,1,2,2
15387,1,1,1,2,2
15388,1,1,1,6,5
15389,2,1,1,4,1
15390,2,1,1,6,3
15391,1,1,1,1,1
15392,2,1,1,3,3
15393,2,1,1,2,1
15394,3,1,1,6,4
15395,1,1,1,1,1
15396,4,1,1,6,2
15397,1,1,1,4,4
15398,2,1,1,2,1
15399,2,1,2,1,1
15400,1,1,1,4,1
15401,2,1,1,2,2
15402,1,1,1,2,1
15403,3,1,2,5,3
15404,2,1,1,5,4
15405,2,1,1,6,5
15406,2,1,1,2,2
15407,1,1,1,4,4
15408,2,1,1,12,11
15409,3,1,2,4,2
15410,6,1,4,8,2
15411,1,1,1,2,1
15412,1,1,1,2,2
15413,1,1,1,2,2
15414,2,1,1,2,1
15415,1,1,1,1,1
15416,3,1,1,3,1
15417,1,1,1,1,1
15418,3,1,1,6,5
15419,1,1,1,1,1
15420,1,1,1,2,2
15421,2,1,1,2,2
15422,2,1,1,3,1
15423,2,1,1,2,2
15424,2,1,2,2,2
15425,1,1,1,1,1
15426,2,1,1,2,2
15427,1,1,1,1,1
15428,2,1,1,2,2
15429,2,1,1,3,2
15430,1,1,1,1,1
15431,1,1,1,2,1
15432,1,1,1,3,3
15433,1,1,1,1,1
15434,2,1,1,5,4
15435,1,1,1,1,1
15436,3,1,1,6,3
15437,1,1,1,1,1
15438,1,1,1,2,1
15439,2,1,1,2,2
15440,3,1,1,8,3
15441,1,1,1,2,2
15442,2,1,1,8,5
15443,4,1,2,5,2
15444,2,1,1,4,2
15445,1,1,1,3,3
15446,2,1,1,2,2
15447,1,1,1,4,4
15448,3,1,1,6,2
15449,2,1,1,4,2
15450,2,1,1,3,3
15451,1,1,1,4,3
15452,1,1,1,2,1
15453,1,1,1,3,3
15454,2,1,1,10,6
15455,2,1,1,2,2
15456,2,1,1,4,4
15457,3,1,2,8,2
15458,2,1,1,2,2
15459,1,1,1,2,2
15460,1,1,1,1,1
15461,1,1,1,1,1
15462,2,1,1,4,4
15463,1,1,1,1,1
15464,1,1,1,2,2
15465,1,1,1,1,1
15466,2,1,1,4,2
15467,1,1,1,1,1
15468,2,1,1,5,3
15469,1,1,1,1,1
15470,1,1,1,2,2
15471,1,1,1,1,1
15472,1,1,1,1,1
15473,2,1,1,5,5
15474,1,1,1,2,1
15475,1,1,1,1,1
15476,1,1,1,1,1
15477,1,1,1,1,1
15478,2,1,1,2,2
15479,3,1,1,6,4
15480,1,1,1,3,3
15481,1,1,1,2,2
15482,1,1,1,2,1
15483,2,1,1,6,2
15484,1,1,1,2,2
15485,3,1,1,4,1
15486,2,1,1,6,4
15487,2,1,1,1,1
15488,1,1,1,2,1
15489,2,1,1,4,1
15490,2,1,1,6,6
15491,1,1,1,2,2
15492,2,1,1,4,3
15493,1,1,1,2,1
15494,2,1,1,2,2
15495,1,1,1,2,1
15496,2,1,1,10,6
15497,1,1,1,2,1
15498,2,1,2,3,3
15499,2,1,1,6,5
15500,1,1,1,2,2
15501,1,1,1,1,1
15502,1,1,1,2,1
15503,1,1,1,2,2
15504,1,1,1,2,2
15505,2,1,1,6,4
15506,4,1,4,6,3
15507,2,1,2,3,2
15508,2,1,1,2,2
15509,1,1,1,4,2
15510,3,1,2,2,2
15511,2,1,1,2,1
15512,1,1,1,2,2
15513,2,1,1,4,2
15514,2,1,1,2,2
15515,1,1,1,1,1
15516,1,1,1,2,2
15517,2,1,1,4,2
15518,2,1,1,2,1
15519,2,1,1,6,6
15520,1,1,1,2,2
15521,2,1,1,2,2
15522,1,1,1,4,4
15523,2,1,1,3,2
15524,2,1,1,3,2
15525,2,1,1,4,2
15526,1,1,1,3,3
15527,1,1,1,2,1
15528,1,1,1,1,1
15529,2,1,1,2,2
15530,2,1,1,4,3
15531,1,1,1,2,1
15532,2,1,1,4,1
15533,2,1,1,2,1
15534,1,1,1,2,1
15535,1,1,1,2,2
15536,1,1,1,1,1
15537,1,1,1,2,2
15538,1,1,1,1,1
15539,1,1,1,1,1
15540,2,1,1,4,2
15541,1,1,1,2,2
15542,1,1,1,6,3
15543,3,1,2,9,2
15544,1,1,1,2,2
15545,2,1,2,1,1
15546,3,1,2,4,4
15547,2,1,2,1,1
15548,1,1,1,2,2
15549,2,1,1,2,2
15550,1,1,1,1,1
15551,1,1,1,2,1
15552,2,1,1,2,2
15553,2,1,2,3,2
15554,2,1,1,4,4
15555,1,1,1,2,2
15556,1,1,1,2,2
15557,2,1,1,2,1
15558,1,1,1,1,1
15559,1,1,1,2,2
15560,2,1,1,4,4
15561,2,1,1,4,1
15562,2,1,1,3,3
15563,2,1,1,4,4
15564,1,1,1,2,1
15565,2,1,1,2,2
15566,2,1,1,4,2
15567,2,1,2,1,1
15568,1,1,1,2,1
15569,2,1,1,6,5
15570,1,1,1,1,1
15571,1,1,1,2,2
15572,3,1,2,4,3
15573,1,1,1,2,2
15574,1,1,1,3,2
15575,2,1,2,4,2
15576,2,1,1,2,2
15577,1,1,1,3,3
15578,1,1,1,1,1
15579,2,1,1,3,1
15580,1,1,1,2,2
15581,2,1,1,4,2
15582,2,1,1,6,5
15583,1,1,1,2,1
15584,1,1,1,2,1
15585,2,1,1,8,4
15586,2,1,2,1,1
15587,1,1,1,4,4
15588,2,1,1,2,1
15589,2,1,1,2,2
15590,1,1,1,1,1
15591,2,1,1,2,2
15592,2,1,1,4,4
15593,3,1,1,5,3
15594,1,1,1,2,2
15595,1,1,1,1,1
15596,1,1,1,2,2
15597,2,1,1,8,3
15598,2,1,1,4,3
15599,2,1,2,3,2
15600,2,1,1,6,3
15601,2,1,1,4,4
15602,2,1,1,2,2
15603,1,1,1,2,1
15604,1,1,1,2,2
15605,2,1,1,2,1
15606,2,1,1,3,1
15607,1,1,1,2,1
15608,2,1,2,2,1
15609,2,1,1,6,5
15610,2,1,1,2,1
15611,2,1,2,2,1
15612,2,1,2,4,2
15613,2,1,1,4,4
15614,1,1,1,1,1
15615,2,1,1,6,5
15616,1,1,1,1,1
15617,1,1,1,1,1
15618,1,1,1,2,2
15619,2,1,1,11,7
15620,2,1,1,4,4
15621,1,1,1,6,5
15622,1,1,1,2,2
15623,2,1,1,4,2
15624,3,1,1,4,2
15625,2,1,1,2,2
15626,1,1,1,2,2
15627,2,1,1,4,4
15628,2,1,1,6,5
15629,1,1,1,2,1
15630,1,1,1,2,2
15631,1,1,1,3,3
15632,2,1,1,5,1
15633,1,1,1,1,1
15634,2,1,1,3,3
15635,2,1,2,4,4
15636,2,1,1,2,1
15637,2,1,1,2,1
15638,2,1,1,4,3
15639,3,1,2,4,1
15640,2,1,1,10,3
15641,3,1,2,3,1
15642,2,1,1,2,2
15643,1,1,1,1,1
15644,2,1,1,4,2
15645,1,1,1,2,1
15646,2,1,2,1,1
15647,2,1,1,2,2
15648,2,1,2,3,1
15649,1,1,1,2,1
15650,2,1,1,3,2
15651,2,1,1,2,2
15652,4,1,1,8,6
15653,3,1,1,6,4
15654,2,1,1,2,2
15655,4,1,3,6,5
15656,1,1,1,3,3
15657,2,1,1,4,1
15658,2,1,1,4,4
15659,2,1,1,5,5
15660,2,1,2,5,1
15661,2,1,2,3,1
15662,2,1,1,2,2
15663,1,1,1,3,3
15664,1,1,1,1,1
15665,3,1,2,4,4
15666,2,1,1,4,2
15667,2,1,1,6,6
15668,1,1,1,4,4
15669,2,1,1,1,1
15670,2,1,1,5,4
15671,2,1,1,2,1
15672,1,1,1,2,2
15673,2,1,1,4,4
15674,1,1,1,2,1
15675,1,1,1,2,1
15676,2,1,1,12,5
15677,3,1,1,9,3
15678,1,1,1,1,1
15679,1,1,1,2,1
15680,2,1,1,4,3
15681,2,1,2,3,2
15682,3,1,3,3,2
15683,3,1,1,5,3
15684,1,1,1,2,1
15685,1,1,1,2,1
15686,3,1,2,2,2
15687,2,1,1,2,1
15688,2,1,2,6,5
15689,4,1,2,2,2
15690,2,1,1,4,3
15691,2,1,1,4,4
15692,2,1,2,3,3
15693,2,1,1,2,2
15694,2,1,1,5,5
15695,1,1,1,2,1
15696,2,1,1,5,4
15697,2,1,1,4,2
15698,2,1,1,2,2
15699,1,1,1,1,1
15700,2,1,1,12,8
15701,2,1,1,2,1
15702,1,1,1,2,2
15703,2,1,1,2,2
15704,1,1,1,1,1
15705,2,1,1,6,6
15706,3,1,3,4,2
15707,1,1,1,1,1
15708,2,1,2,2,1
15709,2,1,1,4,3
15710,1,1,1,1,1
15711,1,1,1,3,3
15712,2,1,1,3,3
15713,2,1,1,7,6
15714,3,1,2,4,4
15715,3,1,2,4,1
15716,1,1,1,3,3
15717,2,1,1,2,1
15718,1,1,1,2,2
15719,2,1,1,7,4
15720,1,1,1,3,2
15721,2,1,2,5,3
15722,3,1,2,4,4
15723,1,1,1,5,1
15724,2,1,1,2,2
15725,2,1,1,4,1
15726,2,1,1,4,2
15727,2,1,1,3,2
15728,3,1,2,4,3
15729,1,1,1,2,1
15730,1,1,1,2,1
15731,2,1,1,2,1
15732,2,1,1,2,2
15733,2,1,1,6,6
15734,1,1,1,2,1
15735,2,1,2,2,1
15736,1,1,1,2,2
15737,1,1,1,2,1
15738,2,1,1,4,2
15739,1,1,1,2,1
15740,1,1,1,1,1
15741,2,1,1,6,2
15742,2,1,1,5,3
15743,1,1,1,2,1
15744,1,1,1,1,1
15745,2,1,1,2,1
15746,3,1,1,3,1
15747,2,1,1,6,6
15748,2,1,1,5,5
15749,2,1,1,3,1
