id,mean_et,mean_st,mean_rt,mean_lf,mean_vol
15011,11,1,8,112,1
15012,11,1,8,125.666666666667,105
15013,15,2,8,77.6666666666667,6
15014,34.5,2,2,279.428571428571,6.42857142857143
15015,34.5,2,2,272.5,1.5
15016,20,1,2,176.5,1
15017,15,2,8,142.5,8.5
15018,34.5,2,2,273.333333333333,2
15019,35,4,2,309.5,1
15020,27.5,1,2,254.6,1.2
15021,11,1,8,127,7
15022,14,1,2,176.5,10.5
15023,12,1,7,216.25,2
15024,20,1,2,176.5,1
15025,11,1,8,170,2
15026,11,2,8,54,2
15027,34.5,1,8,82,10
15028,12,1,7,165.666666666667,2
15029,15,2,8,132,2.5
15030,13,1,8,142.5,10.5
15031,13,1,8,132,4
15032,11,1,8,130.5,3.5
15033,34.5,2,2,288,14.5
15034,30,1,2,227.833333333333,1
15035,34.5,2,2,291.5,6.25
15036,44.75,1,2,330.333333333333,1
15037,20,1,2,176.5,1
15038,35,4,2,310.666666666667,1
15039,20,1,2,176.5,1
15040,11,1,8,103,1
15041,11,1,8,134,39
15042,34.5,2,2,272,31
15043,15,2,8,69,3.5
15044,19,1,6,136.4,2
15045,11,1,8,130.5,3.5
15046,14,1,1.5,177.5,1
15047,11,1,8,131,5
15048,34.5,2,2,272,2.5
15049,34.5,2,2,272,2
15050,15,2,8,142.5,9
15051,34.5,2,2,272,31
15052,34.5,2,2,272,95
15053,11,1,8,130.5,9.5
15054,11,1,8,56,2
15055,20,1,2,176.5,1.5
15056,34.5,2,2,273,1
15057,15,2,8,142.5,22
15058,34.5,2,2,272,5
15059,11,1,8,182,1
15060,11,1,8,112,1.5
15061,34.5,2,2,269.5,1
15062,13,1,8,142.5,15.5
15063,11,1,8,68,2
15064,34.5,2,2,274,1.75
15065,34.5,2,2,272,11
15066,34.5,2,2,269,2
15067,15,2,8,81,5
15068,34.5,2,2,273,1
15069,13,1,8,137.25,19.25
15070,34.5,2,2,272,16
15071,21.5,1,8,168,3
15072,15,2,8,142.5,3.5
15073,34.5,2,2,272,14.5
15074,34.5,2,2,271.5,34.5
15075,11,1,8,112,6
15076,15,2,8,142.5,14.5
15077,13,1,8,137.25,8
15078,34.5,2,2,274,2.25
15079,30,1,2,224.75,20.25
15080,20.5,1,2,177,1
15081,13,1,8,141.5,9.25
15082,34.5,2,2,272.5,9.5
15083,13,1,8,115.333333333333,1.33333333333333
15084,11,1,8,62,1
15085,15,2,8,142.5,23
15086,11,1,8,184,6.6
15087,11,1,8,68,1
15088,15,2,8,82,2
15089,15,2,8,118.666666666667,12.6666666666667
15090,13,1,8,137.25,53.5
15091,34.5,2,2,271.666666666667,2.33333333333333
15092,11,1,8,130.5,7.5
15093,11,1,8,98.5,1
15094,34.5,2,2,275,286.5
15095,29.6666666666667,1,2,251.5,2.6
15096,21.6666666666667,1,4.5,237.4,1.8
15097,12.5,2,6,112,1
15098,27.5,1,2,218,1
15099,15,2,8,68,1
15100,18.6666666666667,1,7.5,222,1
15101,34.5,2,2,275,79.5
15102,15,2,8,121.666666666667,8.33333333333333
15103,34.5,2,2,273,1
15104,15,2,8,132,2
15105,18.6666666666667,2,7.5,200,3
15106,15,2,8,142.5,16.5
15107,15,2,8,80,3
15108,11,2,8,113,1
15109,35,4,2,311.571428571429,1
15110,15,2,8,109,4.25
15111,11,1,8,54,1
15112,35,4,2,312,1
15113,11,1,8,134,1.5
15114,34.5,2,2,293,1
15115,34.5,2,2,286.333333333333,1
15116,15,2,8,76.5,6
15117,34.5,2,2,274,6.5
15118,11,1,8,112,2
15119,11,2,8,102,1
15120,29,1,9,174.5,2
15121,11,1,8,134,4
15122,11,1,8,141.5,2
15123,11,2,8,134,6
15124,15,2,8,142.5,2.5
15125,34.5,2,2,283.666666666667,2
15126,35,4,2,312,3
15127,35,4,2,306.666666666667,1
15128,34.5,1,5,142.5,5
15129,11,1,8,131.5,1
15130,13,1,8,138.333333333333,23.6666666666667
15131,34.5,2,2,271.666666666667,3.33333333333333
15132,13,1,6,309,1
15133,11,1,8,134,2
15134,13,1,8,121,4
15135,34.5,2,2,275,292
15136,34.5,2,2,269,1
15137,34.5,2,2,280.2,1
15138,11,1,8,134,11
15139,13,1,8,137.25,24
15140,32.5,2,5,191,2
15141,11,1,8,141.5,3
15142,34.5,2,2,273.333333333333,2.33333333333333
15143,34.5,2,2,273.333333333333,3.33333333333333
15144,13,1,8,138.166666666667,50
15145,15,2,8,76.5,13.5
15146,23,4,7,306,4
15147,13,1,8,115.333333333333,8.33333333333333
15148,7,1,8,125.4,4
15149,35,4,2,301,1
15150,12.5,2,6,54,3
15151,34.5,2,2,272,8.5
15152,11,1,8,137.333333333333,1.33333333333333
15153,15,2,8,121.666666666667,9.33333333333333
15154,34.5,2,2,279.142857142857,4.42857142857143
15155,44.1666666666667,1,2,316,11.4444444444444
15156,34.5,2,2,271.4,1.7
15157,11,1,8,137.75,47.75
15158,11,2,8,68,1
15159,12.5,1,6,105,3
15160,11,1,8,98.5,1
15161,14.5,1,9,171,1.66666666666667
15162,20,1,2,176.5,1
15163,11,1,8,109,1
15164,11,2,8,134,7.5
15165,34.5,2,2,279.8,29.9
15166,11,1,8,141.5,2
15167,34.5,2,2,272,25.5
15168,20,1,2,176.5,1
15169,11,1,8,178,5
15170,11,2,8,112,1
15171,13,1,8,140.5,3.5
15172,11,1,8,136.2,21.2
15173,11,2,8,123.5,2
15174,13,1,8,114.666666666667,1.33333333333333
15175,34.5,2,2,272,1
15176,13,1,8,137.25,16.75
15177,11,1,8,54,1
15178,34.5,2,2,272,1
15179,34.5,2,2,272,6.5
15180,54,4,2,361,4
15181,17,1,5.5,135.75,1
15182,15,2,8,137.25,13.75
15183,11,1,8,54,1
15184,47.9,1,2,292.35,19.6
15185,34.5,2,2,272.5,2
15186,34.5,2,2,272,36
15187,11,2,8,68,6
15188,15.5,1,8,297,1.5
15189,11,1,8,121.75,8.25
15190,13,1,8,114,1.5
15191,11,2,8,130.5,1.5
15192,15,2,8,81,7.5
15193,11,1,8,130.5,1
15194,34.5,2,2,272,2
15195,13,1,8,127.4,7
15196,35,4,2,312,1
15197,15,2,8,68,3
15198,49.75,4,2,349.75,1
15199,15.5,1,5,153.5,1
15200,32.5,2,5,55,1
15201,15,2,8,142.5,11
15202,43,4,2,372,1
15203,13,1,8,132,7.5
15204,13,1,8,137.25,23
15205,34.5,2,2,271.666666666667,8.16666666666667
15206,11,1,8,170,1
15207,12,1,7,210.5,1.75
15208,34.5,2,2,274,1
15209,13,1,8,115.333333333333,3.66666666666667
15210,12.5,2,6,112,2.5
15211,11,2,8,73,2
15212,34.5,2,2,271.666666666667,22.3333333333333
15213,13,1,8,131.375,7.125
15214,54,4,2,361,2.5
15215,34.5,2,2,273.333333333333,3.66666666666667
15216,12,1,7,170.5,5.5
15217,34.5,2,2,272,38
15218,26.6666666666667,1,8,137.25,13.5
15219,20,1,2,176.5,1
15220,20,1,2,176.5,1
15221,11,1,8,121.285714285714,6.57142857142857
15222,17,2,7.5,178.666666666667,1.33333333333333
15223,34.5,2,2,273,18
15224,15,2,8,142.5,33
15225,20,1,2,176.5,1
15226,20,1,2,176.5,1
15227,11,1,8,112,13
15228,11,1,8,119.8,4.2
15229,11,1,8,113,1.5
15230,20,1,2,176.5,1
15231,20,1,2,176.5,1
15232,27.5,1,2,254.6,1
15233,15,2,8,142.5,15
15234,34.5,2,2,273.333333333333,2.66666666666667
15235,34,2,2,229.5,1
15236,34.5,2,2,271.5,28.25
15237,10,5,3,112.666666666667,1
15238,34.5,2,2,272,49
15239,11,1,8,130.5,9
15240,34.5,2,2,269.5,1.25
15241,26.6666666666667,2,5,196,1
15242,34.5,2,2,270.666666666667,2.66666666666667
15243,27.5,1,2,218,1
15244,34.5,2,2,269.5,1
15245,34.5,2,2,287.666666666667,2
15246,26,5,9,349,1
15247,13,1,8,137.25,8.5
15248,11,1,8,130.5,6
15249,11,1,8,119.75,1.5
15250,26.6666666666667,1,8,128.25,6
15251,13,1,8,117.666666666667,4.5
15252,13,1,8,132,2.5
15253,26.6666666666667,1,5,137.25,7.5
15254,34.5,2,2,272,1
15255,34.5,2,2,263.8,2
15256,13,1,8,141.5,4.75
15257,11,1,8,112,3
15258,11,2,8,54,1
15259,34.5,2,2,273,1.5
15260,35,4,2,301,2
15261,24.5,1,5.5,175.5,11.25
15262,34.5,2,2,278.2,1.8
15263,20,1,2,176.5,1
15264,12,1,7,141.25,1.25
15265,11,1,8,119,2.5
15266,11,1,8,113,2
15267,34.5,2,2,272,22.5
15268,34.5,2,2,275,1
15269,34.5,2,2,272,1
15270,13,1,8,137.25,13.5
15271,34.5,2,2,271.75,5
15272,20,1,2,176.5,1
15273,13,1,8,141.5,9
15274,13,1,8,141.5,4
15275,11,2,8,134,9
15276,12,1,7,216.25,1.5
15277,11,1,8,134,4.5
15278,27.5,1,2,254.6,1
15279,34.5,2,2,271.666666666667,10.5
15280,29.6666666666667,1,2,218.75,1
15281,11,1,8,54,31
15282,34.5,2,2,271.666666666667,61
15283,11,1,8,143.333333333333,2.33333333333333
15284,13,1,8,142.5,9
15285,34.5,2,2,274,2
15286,34.5,2,2,279.4,1
15287,11,2,8,54,1
15288,11,2,8,123.5,3
15289,20,1,2,176.5,1
15290,34.5,2,2,272,4
15291,34.5,2,2,272,2
15292,34.5,2,2,274,16.4
15293,29.6666666666667,1,2,236.5,1.16666666666667
15294,13,1,8,142.5,12.5
15295,11,1,8,112,2
15296,34.5,2,2,272,11.4
15297,17.5,1,5,210,1
15298,11,1,8,119,2.5
15299,26.6666666666667,1,5,213.666666666667,1
15300,29.6666666666667,1,2,218.666666666667,1
15301,15.5,1,5,174.333333333333,1
15302,9.33333333333333,1,8,105,14
15303,13,1,8,137.25,1.5
15304,15,2,8,142.5,17
15305,11,1,8,54,1
15306,11,1,8,97.3333333333333,1
15307,34.5,2,2,271.666666666667,54
15308,12.6666666666667,1,6,155.5,3.5
15309,30,1,2,251.166666666667,2.33333333333333
15310,12,1,7,165.666666666667,1
15311,20,1,2,176.5,1
15312,13,1,8,142.5,18
15313,34.5,2,2,271,13.1666666666667
15314,15,2,8,142.5,8
15315,34.5,2,2,269,26
15316,15,2,8,115.333333333333,4
15317,11,1,8,134,31
15318,26.6666666666667,1,5,251.714285714286,1.57142857142857
15319,34.5,2,2,269.25,1
15320,34.5,2,2,272,2
15321,15,2,8,127.4,18.4
15322,29.6666666666667,1,2,253.333333333333,1.55555555555556
15323,15,2,8,142.5,5
15324,15,2,8,123,4
15325,13,1,8,114,1.5
15326,15,2,8,142.5,41.5
15327,11,4,8,70,2
15328,11,1,8,161,1
15329,32.5,1,5,113,2.5
15330,11,1,8,141.5,3
15331,13,1,8,122.4,6.4
15332,34.5,2,2,272,4
15333,35,4,2,253.75,1
15334,34.5,2,2,283.833333333333,1
15335,11,1,8,112,2.5
15336,34.5,2,2,272,3
15337,11,1,8,119,2
15338,32.5,1,5,69.5,2
15339,13,1,8,125.8,37.6
15340,11,1,8,134,2.5
15341,34.5,2,2,272,4
15342,34.5,2,2,270.5,1.375
15343,15,2,8,125.8,12
15344,34.5,2,2,273.333333333333,1
15345,34.5,2,2,271.5,57.5
15346,11,1,8,134,4
15347,15,2,8,142.5,11
15348,34.5,2,2,275.307692307692,25.9230769230769
15349,34.5,2,2,272.5,10.5
15350,15,2,8,76,1
15351,26.6666666666667,1,5,127.25,5.5
15352,34.5,2,2,272,18
15353,34.5,2,2,286,1
15354,34.5,2,2,270.5,3.5
15355,10,5,3,153,2
15356,13,1,8,129.5,18.6666666666667
15357,17,1,7.5,172,1.33333333333333
15358,11,1,8,68,1
15359,11,1,8,54,1
15360,11,1,8,112,2
15361,34.5,2,2,273.5,8.5
15362,15,2,8,121.666666666667,11.3333333333333
15363,35,4,2,312,2
15364,11,1,8,113,1
15365,34.5,2,2,269.5,2.75
15366,34.5,2,2,272,4
15367,15,2,8,142.5,14.5
15368,11,1,8,112,25.5
15369,15,2,8,121,5
15370,11,1,8,171,3
15371,15,2,8,80,1
15372,34.5,2,2,272.5,7.5
15373,11,1,8,112,3
15374,34.5,2,2,272,3
15375,11,1,8,134,2
15376,43.5,4,2,374.25,1
15377,34.5,2,2,274,15
15378,34.5,2,2,283.666666666667,4.33333333333333
15379,34.5,2,2,272,1.5
15380,26.6666666666667,1,5,127.25,3.75
15381,15,2,8,121.666666666667,31
15382,11,1,8,134,15.5
15383,15,2,8,142.5,2
15384,11,1,8,130.5,2.5
15385,12.5,2,6,47,1
15386,15,2,8,142.5,14
15387,15,2,8,142.5,16
15388,15,2,8,138.333333333333,14
15389,34.5,2,2,291.25,1
15390,34.5,2,2,271.666666666667,2.16666666666667
15391,20,1,2,134,1
15392,34.5,1,8,118.666666666667,7.33333333333333
15393,34.5,2,2,272,6
15394,43,1,2,330.5,5.66666666666667
15395,35,4,2,313,1
15396,44.75,1,2,344.5,1.66666666666667
15397,15,2,8,141.5,10.75
15398,34.5,2,2,273,1
15399,32.5,1,5,170,2
15400,34,2,2,231.5,1
15401,34.5,2,2,272,3
15402,11,2,8,134,3
15403,22.3333333333333,1,5,212.2,1.6
15404,34.5,2,2,281.6,3
15405,34.5,2,2,286.833333333333,6.33333333333333
15406,34.5,2,2,272,2.5
15407,11,1,8,191.25,6
15408,34.5,2,2,278.083333333333,21.3333333333333
15409,26.6666666666667,1,5,127.25,1.25
15410,26.8333333333333,1,5.25,190.875,1.375
15411,11,4,8,134,1
15412,15,2,8,142.5,11.5
15413,15,2,8,142.5,52
15414,34.5,2,2,272,24
15415,11,2,8,68,1
15416,29.6666666666667,1,2,218.666666666667,1
15417,20,1,2,134,1
15418,43,1,2,330.5,6
15419,35,4,2,312,1
15420,15,2,8,142.5,5.5
15421,13,1,8,142.5,15
15422,27.5,1,2,218,1
15423,46.5,1,2,284.5,188.5
15424,16.5,2,7.5,190,1.5
15425,11,1,8,54,3
15426,13,1,8,140.5,2.5
15427,15,2,8,80,2
15428,34.5,2,2,272,23.5
15429,34.5,2,2,283.666666666667,1.66666666666667
15430,11,2,8,73,1
15431,20,1,2,176.5,1
15432,11,1,8,122.666666666667,10
15433,15,2,8,56,1
15434,13,1,8,127,5.2
15435,11,1,8,195,1
15436,43,1,2,330.5,6.33333333333333
15437,11,2,8,68,1
15438,11,1,8,130.5,4
15439,34.5,1,8,142.5,6
15440,29.6666666666667,1,2,257,1.375
15441,11,1,8,134,8.5
15442,34.5,2,2,271.75,4
15443,25,1,5,215.6,1.6
15444,34.5,2,2,253,2
15445,11,1,8,109,325.333333333333
15446,34.5,2,2,272,14
15447,11,1,8,123.5,15.75
15448,29.6666666666667,1,2,250.833333333333,1.5
15449,34.5,2,2,274,1.5
15450,34.5,1,8,118.666666666667,3
15451,15,2,8,137.25,3
15452,20,1,2,176.5,1
15453,15,2,8,121.666666666667,16.3333333333333
15454,34.5,2,2,281.1,8.7
15455,34.5,2,2,274,25
15456,13,1,8,137.25,40
15457,26.6666666666667,1,5,198.375,1.25
15458,34.5,2,2,275,13
15459,11,1,8,134,5.5
15460,40,3,2,10,1
15461,11,4,8,54,3
15462,34.5,2,2,269,28.5
15463,15,2,8,82,4
15464,15,2,8,142.5,22.5
15465,11,1,8,170,1
15466,34.5,2,2,272.5,2.5
15467,35,4,2,301,1
15468,34.5,2,2,281,39
15469,30,5,9,218,1
15470,15,2,8,142.5,5.5
15471,23,4,7,306,5
15472,21,1,2,135,1
15473,43,1,2,288.6,83.2
15474,34,2,2,229.5,1
15475,11,2,8,73,5
15476,11,1,8,68,1
15477,15,2,8,82,10
15478,13,1,8,142.5,5
15479,43,1,2,330.5,2.5
15480,15,2,8,118.666666666667,12.3333333333333
15481,11,1,8,134,3
15482,11,1,8,148,1
15483,34.5,2,2,270.666666666667,1.66666666666667
15484,11,1,8,187,5.5
15485,29.6666666666667,1,2,218.75,1
15486,13,1,8,109,3
15487,13,1,8,82,2
15488,11,4,8,99.5,1
15489,34.5,2,2,291.25,1
15490,34.5,2,2,285.166666666667,5.16666666666667
15491,15,2,8,142.5,8.5
15492,13,1,8,137.25,14.75
15493,20,1,2,176.5,2
15494,13,1,8,114,1.5
15495,11,1,8,123,1
15496,34.5,2,2,271.6,10.4
15497,15,2,8,114,1
15498,34.5,1,5,118.666666666667,17.3333333333333
15499,13,1,8,138.333333333333,4.66666666666667
15500,15,2,8,142.5,15
15501,11,2,8,55,1
15502,34,2,2,229.5,1
15503,11,1,8,134,1.5
15504,11,1,8,134,3.5
15505,34.5,2,2,273.333333333333,2.33333333333333
15506,15,1,6.25,228,3.16666666666667
15507,12,1,7,170.333333333333,4
15508,34.5,2,2,272,63
15509,11,1,8,137.75,4.25
15510,26.6666666666667,1,5,140.5,1.5
15511,34.5,2,2,272,1
15512,54,4,2,361,1.5
15513,34.5,2,2,269.5,4.5
15514,34.5,2,2,272,5.5
15515,15,2,8,71,1
15516,15,2,8,142.5,40
15517,13,1,8,136.25,2.75
15518,34.5,2,2,273,1
15519,34.5,2,2,271.666666666667,25
15520,11,1,8,122,3
15521,34.5,1,8,142.5,5
15522,11,1,8,98.75,166.25
15523,34.5,2,2,285.666666666667,6.33333333333333
15524,34.5,2,2,285.666666666667,3
15525,34.5,2,2,274,1.5
15526,15,2,8,118.666666666667,4.33333333333333
15527,34,2,2,229,1
15528,11,4,8,75,1
15529,34.5,2,2,272,23
15530,34.5,2,2,270,3.5
15531,11,1,8,112,3
15532,34.5,2,2,269.5,2
15533,34.5,2,2,272,1
15534,11,1,8,112,1
15535,11,1,8,112,2
15536,11,2,8,54,1
15537,15,2,8,76.5,1.5
15538,34,2,2,230,1
15539,11,2,8,54,1
15540,34.5,2,2,269.5,3.5
15541,15,2,8,142.5,3
15542,11,1,8,134,8
15543,15.3333333333333,1,5,130.444444444444,1.44444444444444
15544,15,2,8,142.5,7.5
15545,32.5,1,5,74,1
15546,18.6666666666667,2,7.5,220.75,3
15547,12.5,1,6,47,1
15548,11,1,8,126,1.5
15549,34.5,2,2,272,3.5
15550,23,4,7,306,1
15551,11,4,8,76,6
15552,13,1,8,142.5,12
15553,17.5,1,5,204,1.33333333333333
15554,13,1,8,141.5,6
15555,11,2,8,134,5.5
15556,11,1,8,134,18.5
15557,34.5,2,2,274,1
15558,40,4,2,10,1
15559,15,2,8,142.5,15
15560,34.5,2,2,272.5,11
15561,34.5,2,2,269.5,1
15562,34.5,2,2,283.666666666667,6.66666666666667
15563,13,1,8,137.25,7
15564,20,1,2,176.5,1
15565,34.5,2,2,272,8.5
15566,34.5,2,2,270,1.25
15567,12.5,2,6,68,1
15568,35,4,2,312.5,1
15569,34.5,2,2,270.333333333333,21
15570,11,1,8,170,1
15571,15,2,8,142.5,14.5
15572,18.6666666666667,2,7.5,179.25,4.75
15573,20,1,2,176.5,6
15574,11,1,8,97.3333333333333,1.66666666666667
15575,16.5,2,7.5,205.5,1.5
15576,34.5,2,2,272,20.5
15577,15,2,8,106.333333333333,128.333333333333
15578,11,1,8,170,1
15579,34.5,2,2,285.666666666667,1
15580,15,2,8,142.5,17.5
15581,34.5,2,2,272.5,9
15582,34.5,2,2,271.666666666667,2.66666666666667
15583,35,4,2,309.5,1
15584,11,1,8,112,1
15585,34.5,2,2,271.75,4.125
15586,34.5,1,5,82,14
15587,11,1,8,86.75,129.25
15588,34.5,2,2,272,3
15589,34.5,2,2,272,32.5
15590,11,1,8,187,1
15591,34.5,2,2,272,1.5
15592,13,1,8,137.25,9.5
15593,43,1,2,338.6,1.8
15594,11,1,8,134,1.5
15595,15,2,8,82,4
15596,11,1,8,113,2
15597,34.5,2,2,271.75,2.125
15598,13,1,8,141.5,4.75
15599,17,1,7.5,194.333333333333,1.66666666666667
15600,34.5,2,2,271.666666666667,41.3333333333333
15601,34.5,2,2,271.5,22.25
15602,13,1,8,109,11.5
15603,11,1,8,141.5,2
15604,11,1,8,112,6
15605,27.5,1,2,217.5,1
15606,43,1,2,345,1
15607,21,1,2,177.5,2
15608,32.5,2,5,112,1
15609,34.5,2,2,273.333333333333,6
15610,13,1,8,142.5,12
15611,32.5,1,5,135,2
15612,32.5,1,5,237,1.25
15613,13,1,8,141.5,17.25
15614,13,1,6,345,1
15615,13,1,8,138.333333333333,6.16666666666667
15616,15,2,8,82,12
15617,11,1,8,54,1
15618,11,1,8,134,4.5
15619,34.5,2,2,275.363636363636,7.45454545454545
15620,13,1,8,137.25,26.75
15621,11,1,8,130.666666666667,19
15622,15,2,8,142.5,17.5
15623,34.5,2,2,269.5,3
15624,26.6666666666667,1,8,137.25,5.75
15625,34.5,2,2,273,4.5
15626,11,1,8,112,5
15627,13,1,8,137.25,10.75
15628,13,1,8,138.333333333333,4.16666666666667
15629,11,1,8,112,1
15630,15,2,8,142.5,11
15631,11,1,8,125.666666666667,9.66666666666667
15632,34.5,2,2,281.6,1
15633,11,2,8,54,1
15634,34.5,2,2,285.666666666667,56.6666666666667
15635,10,1,4.5,108.5,7.75
15636,34.5,2,2,273,29
15637,34.5,2,2,272,1
15638,34.5,2,2,270,6.75
15639,18.6666666666667,1,7.5,188,1
15640,34.5,2,2,271.6,2
15641,22.3333333333333,1,5,74.6666666666667,1
15642,13,1,8,142.5,13.5
15643,50,4,2,374,1
15644,34.5,2,2,272.5,14.5
15645,11,1,8,112,2
15646,32.5,1,5,55,1
15647,34.5,2,2,272,11
15648,12,1,7,173.333333333333,1
15649,20,1,2,176.5,1
15650,34.5,2,2,287,1.66666666666667
15651,34.5,2,2,272,2
15652,43.5,1,2,331.75,21.5
15653,43,1,2,330.5,4.33333333333333
15654,34.5,2,2,275,217
15655,22.25,1,5,209,3.33333333333333
15656,15,2,8,117.666666666667,34
15657,34.5,2,2,294,1
15658,34.5,2,2,271.5,10.75
15659,34.5,2,2,279.6,30.2
15660,16.5,1,7.5,163.4,1
15661,15.5,1,5,136,1
15662,34.5,2,2,272,3.5
15663,11,1,8,117.666666666667,6
15664,35,4,2,301,5
15665,17.3333333333333,1,8.5,222.25,8.5
15666,34.5,2,2,274,1.5
15667,34.5,2,2,273.333333333333,34.3333333333333
15668,15,2,8,137.25,24.75
15669,13,1,8,56,3
15670,34.5,2,2,281.4,16.6
15671,34.5,2,2,272,1
15672,11,2,8,136,26
15673,13,1,8,137.25,14.5
15674,11,1,8,114,1
15675,20,1,2,176.5,1
15676,34.5,2,2,270.833333333333,5.33333333333333
15677,30,1,2,263.222222222222,1.77777777777778
15678,11,1,8,170,1
15679,20,1,2,176.5,1
15680,13,1,8,137.25,3.25
15681,20.5,2,8.5,232,1.33333333333333
15682,12.6666666666667,1,6,155.666666666667,3.33333333333333
15683,43,1,2,338.6,6.8
15684,20,1,2,176.5,1
15685,20,1,2,176.5,1
15686,26.6666666666667,1,5,140.5,3
15687,34.5,2,2,274,1
15688,12,1,7,181.5,4.83333333333333
15689,9.75,1,4.5,140.5,4
15690,13,1,8,141.5,13
15691,34.5,2,2,271.5,47.5
15692,16.5,2,7.5,200.666666666667,3
15693,13,1,8,78,2.5
15694,34.5,2,2,281,30
15695,11,2,8,113,1
15696,34.5,2,2,265,4.8
15697,13,1,8,134.5,2.75
15698,34.5,2,2,272,6.5
15699,11,1,8,169,1
15700,34.5,2,2,279.416666666667,7.66666666666667
15701,34.5,2,2,272,12
15702,11,1,8,130.5,9
15703,34.5,2,2,272,2.5
15704,15,2,8,82,14
15705,34.5,2,2,271.666666666667,37.3333333333333
15706,18,1,5.66666666666667,183.5,3.5
15707,15,2,8,82,4
15708,17,2,7.5,190.5,2
15709,34.5,2,2,269.5,3
15710,11,1,8,71,1
15711,15,2,8,118.666666666667,5.33333333333333
15712,34.5,2,2,258,15.3333333333333
15713,34.5,2,2,276.857142857143,28.8571428571429
15714,26.6666666666667,1,5,137.25,10
15715,26.6666666666667,1,5,124.5,1
15716,15,2,8,121.666666666667,19
15717,34.5,2,2,274,2
15718,15,2,8,142.5,19
15719,34.5,2,2,278.142857142857,8.57142857142857
15720,11,1,8,97.3333333333333,1.33333333333333
15721,32.5,2,5,214.6,2.8
15722,26.6666666666667,1,5,144,30.25
15723,11,1,8,163.8,1
15724,34.5,2,2,273,2.5
15725,34.5,2,2,266.5,1
15726,34.5,2,2,269.5,2
15727,27.5,1,2,218,1.66666666666667
15728,18.6666666666667,2,7.5,200,2.25
15729,11,1,8,112,6
15730,11,2,8,135,1
15731,34.5,2,2,272,1
15732,34.5,2,2,274,9
15733,13,1,8,106.666666666667,101.166666666667
15734,20,1,2,176.5,1
15735,32.5,1,5,98.5,1
15736,11,1,8,134,3.5
15737,35,4,2,309.5,1
15738,34.5,2,2,274,29.5
15739,20,1,2,176.5,1
15740,11,1,8,161,1
15741,34.5,2,2,273.333333333333,1.66666666666667
15742,48.5,1,2,288,29.4
15743,11,1,8,113,1
15744,11,2,8,68,1
15745,34.5,2,2,272,3
15746,29.6666666666667,1,2,218.666666666667,1
15747,34.5,2,2,271.666666666667,40.1666666666667
15748,34.5,2,2,281,70
15749,34.5,2,2,283.666666666667,1
15750,20,1,2,176.5,1
15751,11,2,8,134,2
15752,15,2,8,121.666666666667,1.66666666666667
15753,15,2,8,81,2.5
15754,34.5,2,2,269.5,1
15755,34.5,2,2,273.333333333333,3.33333333333333
15756,12.5,2,6,170,1
15757,29.6666666666667,1,2,218.666666666667,1
15758,34.5,2,2,271.666666666667,19.6666666666667
15759,34.5,2,2,272,1
15760,11,1,8,118.333333333333,1.66666666666667
15761,11,2,8,68,1
15762,43.5,1,2,345.166666666667,2.16666666666667
15763,50,1,2,331.5,2
15764,29.6666666666667,1,2,262.454545454545,1
15765,34.5,2,2,273,5
15766,15,2,8,76.5,11
15767,11,1,8,54,1
15768,11,1,8,61,2
15769,35,4,2,309.5,2
15770,11,2,8,134,6.5
15771,15,2,8,82,8
15772,34.5,2,2,269.5,3
15773,34.5,2,2,272,7
15774,34.5,2,2,272.5,2
15775,34.5,2,2,272,9.5
15776,34.5,2,2,273.333333333333,9.83333333333333
15777,34.5,2,2,275,309
15778,34.5,2,2,287,1.66666666666667
15779,13,1,8,132,12
15780,11,1,8,112,14
15781,18.6666666666667,2,7.5,228.666666666667,2
15782,34.5,2,2,272,2
15783,34.5,2,2,271.666666666667,2.66666666666667
15784,15,2,8,82,14
15785,35,4,2,309.5,2
15786,34,3,5,276.25,2.25
15787,11,1,8,127.75,1.75
15788,15,2,8,142.5,7.5
15789,34.5,2,2,272.5,1.5
15790,34.5,2,2,274,1.5
15791,11,1,8,141.5,19.5
15792,34.5,2,2,263.4,1.2
15793,34.5,2,2,269.5,4.25
15794,34.5,2,2,275.444444444444,19.8888888888889
15795,34.5,2,2,272,1.5
15796,34.5,2,2,286,2
15797,34.5,2,2,274.411764705882,24.2941176470588
15798,11,2,8,73,2
15799,26.6666666666667,1,5,127.25,1.25
15800,11,2,8,119,2
15801,13,1,8,121.666666666667,14.3333333333333
15802,34.5,2,2,272,24
15803,20,1,8.5,154.75,3.5
15804,43,1,2,338.6,2.8
15805,54,1,2,359,1
15806,34.5,2,2,272.5,1
15807,34.5,2,2,272,3
15808,14,1,8,202,1
15809,34.5,2,2,260,1
15810,13,1,8,137.25,20
15811,11,2,8,134,1.5
15812,34.5,2,2,273,1.5
15813,16,1,5,134.333333333333,3.66666666666667
15814,11,1,8,134,3
15815,34.5,2,2,273.333333333333,1
15816,34.5,2,2,271.5,35.75
15817,12.5,1,6,105,1.5
15818,34.5,2,2,278.142857142857,6.28571428571429
15819,34.5,1,8,82,62
15820,20,1,2,176.5,1
15821,43,1,2,330.5,26.5
15822,21,1,2,177.5,1
15823,11,2,8,54,1
15824,11,1,8,54,1
15825,15,2,8,81,6
15826,16.75,1,5,138.5,3
15827,34.5,2,2,286.666666666667,12.3333333333333
15828,34.5,2,2,273.333333333333,6.33333333333333
