id,max_et,max_st,max_rt,max_lf,max_vol
15372,35,2,2,315,14
15373,11,1,8,170,4
15374,35,2,2,312,3
15375,11,1,8,195,3
15376,45,4,2,378,1
15377,35,2,2,314,15
15378,35,2,2,312,6
15379,35,2,2,312,2
15380,35,1,8,211,5
15381,15,2,8,203,60
15382,11,1,8,195,18
15383,15,2,8,203,2
15384,11,1,8,191,4
15385,14,2,8,47,1
15386,15,2,8,203,18
15387,15,2,8,203,24
15388,15,2,8,203,67
15389,35,2,2,313,1
15390,35,2,2,314,3
15391,20,1,2,134,1
15392,54,1,8,203,17
15393,35,2,2,312,6
15394,44,1,2,376,9
15395,35,4,2,313,1
15396,50,1,2,376,2
15397,15,2,8,203,27
15398,35,2,2,313,1
15399,54,1,8,170,2
15400,34,2,2,235,1
15401,35,2,2,312,4
15402,11,2,8,195,3
15403,32,1,8,318,3
15404,35,2,2,315,7
15405,35,2,2,315,17
15406,35,2,2,312,3
15407,11,1,8,209,17
15408,35,2,2,315,44
15409,35,1,8,211,2
15410,54,1,8,304,2
15411,11,4,8,195,1
15412,15,2,8,203,15
15413,15,2,8,203,84
15414,35,2,2,312,24
15415,11,2,8,68,1
15416,35,1,2,301,1
15417,20,1,2,134,1
15418,44,1,2,376,8
15419,35,4,2,312,1
15420,15,2,8,203,7
15421,15,1,8,203,18
15422,35,1,2,301,1
15423,47,1,2,285,189
15424,22,2,8,305,2
15425,11,1,8,54,3
15426,15,1,8,201,4
15427,15,2,8,80,2
15428,35,2,2,312,25
15429,35,2,2,312,2
15430,11,2,8,73,1
15431,20,1,2,219,1
15432,11,1,8,191,19
15433,15,2,8,56,1
15434,15,1,8,203,17
15435,11,1,8,195,1
15436,44,1,2,376,10
15437,11,2,8,68,1
15438,11,1,8,191,4
15439,54,1,8,203,8
15440,35,1,2,315,3
15441,11,1,8,195,9
15442,35,2,2,315,7
15443,35,1,8,312,2
15444,35,2,2,312,3
15445,11,1,8,170,632
15446,35,2,2,312,19
15447,11,1,8,195,40
15448,35,1,2,312,2
15449,35,2,2,315,2
15450,54,1,8,203,6
15451,15,2,8,203,8
15452,20,1,2,219,1
15453,15,2,8,203,42
15454,35,2,2,316,33
15455,35,2,2,314,30
15456,15,1,8,203,101
15457,35,1,8,312,2
15458,35,2,2,315,14
15459,11,1,8,195,8
15460,40,3,2,10,1
15461,11,4,8,54,3
15462,35,2,2,310,30
15463,15,2,8,82,4
15464,15,2,8,203,26
15465,11,1,8,170,1
15466,35,2,2,313,4
15467,35,4,2,301,1
15468,35,2,2,315,104
15469,30,5,9,218,1
15470,15,2,8,203,10
15471,23,4,7,306,5
15472,21,1,2,135,1
15473,44,1,2,376,158
15474,34,2,2,232,1
15475,11,2,8,73,5
15476,11,1,8,68,1
15477,15,2,8,82,10
15478,15,1,8,203,6
15479,44,1,2,376,4
15480,15,2,8,203,32
15481,11,1,8,195,4
15482,11,1,8,209,1
15483,35,2,2,313,2
15484,11,1,8,204,9
15485,35,1,2,301,1
15486,15,1,8,193,8
15487,15,1,8,82,2
15488,11,4,8,157,1
15489,35,2,2,313,1
15490,35,2,2,314,12
15491,15,2,8,203,16
15492,15,1,8,203,44
15493,20,1,2,219,2
15494,15,1,8,172,2
15495,11,1,8,183,1
15496,35,2,2,315,16
15497,15,2,8,172,1
15498,54,1,8,203,42
15499,15,1,8,203,11
15500,15,2,8,203,28
15501,11,2,8,55,1
15502,34,2,2,232,1
15503,11,1,8,195,2
15504,11,1,8,195,4
15505,35,2,2,315,5
15506,22,1,8,345,8
15507,13,1,8,273,10
15508,35,2,2,312,67
15509,11,1,8,202,5
15510,54,1,8,201,2
15511,35,2,2,312,1
15512,54,4,2,362,2
15513,35,2,2,312,8
15514,35,2,2,312,6
15515,15,2,8,71,1
15516,15,2,8,203,54
15517,15,1,8,201,3
15518,35,2,2,313,1
15519,35,2,2,314,42
15520,11,1,8,182,5
15521,54,1,8,203,8
15522,11,1,8,170,434
15523,35,2,2,313,9
15524,35,2,2,313,4
15525,35,2,2,315,2
15526,15,2,8,203,10
15527,34,2,2,230,1
15528,11,4,8,75,1
15529,35,2,2,312,27
15530,35,2,2,312,7
15531,11,1,8,170,3
15532,35,2,2,312,2
15533,35,2,2,312,1
15534,11,1,8,170,1
15535,11,1,8,170,3
15536,11,2,8,54,1
15537,15,2,8,82,2
15538,34,2,2,230,1
15539,11,2,8,54,1
15540,35,2,2,312,4
15541,15,2,8,203,4
15542,11,1,8,207,21
15543,20,1,8,219,2
15544,15,2,8,203,8
15545,54,1,8,74,1
15546,23,2,8,306,6
15547,14,1,8,47,1
15548,11,1,8,187,2
15549,35,2,2,312,5
15550,23,4,7,306,1
15551,11,4,8,101,6
15552,15,1,8,203,18
15553,24,1,8,318,2
15554,15,1,8,203,16
15555,11,2,8,195,8
15556,11,1,8,195,21
15557,35,2,2,314,1
15558,40,4,2,10,1
15559,15,2,8,203,20
15560,35,2,2,313,14
15561,35,2,2,312,1
15562,35,2,2,312,9
15563,15,1,8,203,11
15564,20,1,2,219,1
15565,35,2,2,312,11
15566,35,2,2,312,2
15567,14,2,8,68,1
15568,35,4,2,313,1
15569,35,2,2,314,44
15570,11,1,8,170,1
15571,15,2,8,203,21
15572,23,2,8,306,10
15573,20,1,2,219,7
15574,11,1,8,170,2
15575,22,2,8,304,2
15576,35,2,2,312,21
15577,15,2,8,167,288
15578,11,1,8,170,1
15579,35,2,2,313,1
15580,15,2,8,203,20
15581,35,2,2,313,16
15582,35,2,2,314,5
15583,35,4,2,312,1
15584,11,1,8,170,1
15585,35,2,2,315,7
15586,54,1,8,82,14
15587,11,1,8,170,362
15588,35,2,2,312,3
15589,35,2,2,312,33
15590,11,1,8,187,1
15591,35,2,2,312,2
15592,15,1,8,203,16
15593,44,1,2,376,3
15594,11,1,8,195,2
15595,15,2,8,82,4
15596,11,1,8,171,3
15597,35,2,2,315,3
15598,15,1,8,203,6
15599,23,1,8,306,2
15600,35,2,2,314,45
15601,35,2,2,314,40
15602,15,1,8,167,13
15603,11,1,8,202,2
15604,11,1,8,170,9
15605,35,1,2,301,1
15606,44,1,2,376,1
15607,21,1,2,220,2
15608,54,2,8,170,1
15609,35,2,2,315,10
15610,15,1,8,203,12
15611,54,1,8,196,2
15612,54,1,8,362,2
15613,15,1,8,203,46
15614,13,1,6,345,1
15615,15,1,8,203,24
15616,15,2,8,82,12
15617,11,1,8,54,1
15618,11,1,8,195,5
15619,35,2,2,315,33
15620,15,1,8,203,68
15621,11,1,8,207,43
15622,15,2,8,203,34
15623,35,2,2,312,5
15624,54,1,8,203,6
15625,35,2,2,313,5
15626,11,1,8,170,6
15627,15,1,8,203,20
15628,15,1,8,203,12
15629,11,1,8,170,1
15630,15,2,8,203,20
15631,11,1,8,195,18
15632,35,2,2,315,1
15633,11,2,8,54,1
15634,35,2,2,313,103
15635,15,1,8,203,16
15636,35,2,2,313,29
15637,35,2,2,312,1
15638,35,2,2,312,13
15639,23,1,8,306,1
15640,35,2,2,315,3
15641,54,1,8,136,1
15642,15,1,8,203,17
15643,50,4,2,374,1
15644,35,2,2,313,27
15645,11,1,8,170,2
15646,54,1,8,55,1
15647,35,2,2,312,14
15648,13,1,8,273,1
15649,20,1,2,219,1
15650,35,2,2,315,2
15651,35,2,2,312,3
15652,45,1,2,378,34
15653,44,1,2,376,6
15654,35,2,2,315,256
15655,39,1,8,380,7
15656,15,2,8,203,54
15657,35,2,2,315,1
15658,35,2,2,314,20
15659,35,2,2,314,74
15660,22,1,8,303,1
15661,20,1,8,219,1
15662,35,2,2,312,4
15663,11,1,8,202,10
15664,35,4,2,301,5
15665,26,1,9,349,18
15666,35,2,2,315,2
15667,35,2,2,315,60
15668,15,2,8,203,72
15669,15,1,8,56,3
15670,35,2,2,315,38
15671,35,2,2,312,1
15672,11,2,8,197,43
15673,15,1,8,203,23
15674,11,1,8,172,1
15675,20,1,2,219,1
15676,35,2,2,315,8
15677,35,1,2,314,3
15678,11,1,8,170,1
15679,20,1,2,219,1
15680,15,1,8,203,8
15681,26,2,9,349,2
15682,14,1,8,345,6
15683,44,1,2,376,10
15684,20,1,2,219,1
15685,20,1,2,219,1
15686,54,1,8,201,4
15687,35,2,2,314,1
15688,13,1,8,345,9
15689,15,1,8,201,5
15690,15,1,8,203,20
15691,35,2,2,314,73
15692,22,2,8,305,4
15693,15,1,8,82,4
15694,35,2,2,315,76
15695,11,2,8,171,1
15696,35,2,2,313,8
15697,15,1,8,198,3
15698,35,2,2,312,9
15699,11,1,8,169,1
15700,35,2,2,316,27
15701,35,2,2,312,12
15702,11,1,8,191,11
15703,35,2,2,312,3
15704,15,2,8,82,14
15705,35,2,2,314,52
15706,23,1,8,306,6
15707,15,2,8,82,4
15708,23,2,8,306,2
15709,35,2,2,312,6
15710,11,1,8,71,1
15711,15,2,8,203,10
15712,35,2,2,312,24
15713,35,2,2,314,79
15714,54,1,8,203,30
15715,54,1,8,196,1
15716,15,2,8,203,28
15717,35,2,2,314,2
15718,15,2,8,203,26
15719,35,2,2,315,18
15720,11,1,8,170,2
15721,54,2,8,362,6
15722,54,1,8,360,65
15723,11,1,8,207,1
15724,35,2,2,313,3
15725,35,2,2,312,1
15726,35,2,2,312,3
15727,35,1,2,301,2
15728,23,2,8,306,4
15729,11,1,8,170,6
15730,11,2,8,202,1
15731,35,2,2,312,1
15732,35,2,2,314,10
15733,15,1,8,203,242
15734,20,1,2,219,1
15735,54,1,8,156,1
15736,11,1,8,195,6
15737,35,4,2,312,1
15738,35,2,2,315,42
15739,20,1,2,219,1
15740,11,1,8,161,1
15741,35,2,2,315,2
15742,50,1,2,374,142
15743,11,1,8,171,1
15744,11,2,8,68,1
15745,35,2,2,312,3
15746,35,1,2,301,1
15747,35,2,2,314,72
15748,35,2,2,315,112
15749,35,2,2,312,1
15750,20,1,2,219,1
15751,11,2,8,195,2
15752,15,2,8,203,2
15753,15,2,8,82,4
15754,35,2,2,312,1
15755,35,2,2,315,5
15756,14,2,8,170,1
15757,35,1,2,301,1
15758,35,2,2,314,24
15759,35,2,2,312,1
15760,11,1,8,204,2
15761,11,2,8,68,1
15762,45,1,2,378,3
15763,50,1,2,374,3
15764,35,1,2,312,1
15765,35,2,2,314,7
15766,15,2,8,82,20
15767,11,1,8,54,1
15768,11,1,8,68,3
15769,35,4,2,312,2
15770,11,2,8,195,8
15771,15,2,8,82,8
15772,35,2,2,312,4
15773,35,2,2,312,7
15774,35,2,2,313,3
15775,35,2,2,312,10
15776,35,2,2,315,15
15777,35,2,2,315,314
15778,35,2,2,315,3
15779,15,1,8,193,13
15780,11,1,8,170,14
15781,23,2,8,306,2
15782,35,2,2,312,2
15783,35,2,2,314,3
15784,15,2,8,82,14
15785,35,4,2,312,2
15786,40,3,8,366,5
15787,11,1,8,204,2
15788,15,2,8,203,8
15789,35,2,2,313,2
15790,35,2,2,315,2
15791,11,1,8,202,24
15792,35,2,2,313,2
15793,35,2,2,312,5
15794,35,2,2,314,53
15795,35,2,2,312,2
15796,35,2,2,313,3
15797,35,2,2,316,64
15798,11,2,8,73,2
15799,35,1,8,211,2
15800,11,2,8,170,2
15801,15,1,8,203,24
15802,35,2,2,312,25
15803,29,1,9,217,6
15804,44,1,2,376,4
15805,54,1,2,359,1
15806,35,2,2,313,1
15807,35,2,2,312,3
15808,18,1,10,273,1
15809,35,2,2,312,1
15810,15,1,8,203,38
15811,11,2,8,195,2
15812,35,2,2,313,2
15813,21,1,8,195,6
15814,11,1,8,195,3
15815,35,2,2,315,1
15816,35,2,2,314,50
15817,14,1,8,163,2
15818,35,2,2,315,12
15819,54,1,8,82,62
15820,20,1,2,219,1
15821,44,1,2,376,35
15822,21,1,2,220,1
15823,11,2,8,54,1
15824,11,1,8,54,1
15825,15,2,8,82,9
15826,21,1,8,203,6
15827,35,2,2,314,24
15828,35,2,2,315,12
15829,35,2,2,314,53
15830,15,2,8,203,40
15831,15,2,8,82,74
15832,15,1,8,172,48
15833,20,1,2,219,1
15834,15,2,8,201,2
15835,23,4,8,306,2
15836,15,1,8,203,22
15837,35,4,2,312,1
15838,35,2,2,312,16
15839,35,2,2,313,1
15840,35,1,2,312,8
15841,15,2,8,203,16
15842,11,4,8,54,1
15843,54,1,8,203,36
15844,11,1,8,170,1
15845,35,1,2,315,7
15846,15,2,8,203,28
15847,21,1,2,135,1
15848,54,1,8,193,43
15849,35,2,2,315,2
15850,35,2,2,312,13
15851,23,2,8,306,8
15852,54,1,8,70,3
15853,11,1,8,170,155
15854,15,2,8,203,14
15855,54,1,8,201,2
15856,35,2,2,312,37
15857,15,2,8,82,34
15858,20,1,2,219,1
15859,35,2,2,314,1
15860,54,1,8,203,42
15861,54,1,8,362,6
15862,14,2,8,170,1
15863,11,1,8,170,12
15864,11,1,8,171,2
15865,15,2,8,172,1
15866,35,2,2,312,1
15867,15,2,8,203,16
15868,15,2,8,203,11
15869,15,1,8,203,17
15870,11,1,8,203,10
15871,15,1,8,201,8
15872,35,2,2,315,136
15873,35,2,2,312,29
15874,35,2,2,315,9
15875,35,1,8,211,2
15876,20,1,2,219,1
15877,10,4,3,154,2
15878,14,4,8,54,1
15879,11,1,8,170,2
15880,15,1,8,193,2
15881,35,2,2,312,21
15882,15,1,8,167,135
15883,35,2,2,314,14
15884,20,1,2,134,1
15885,35,2,2,314,4
15886,35,2,2,310,2
15887,35,2,2,312,3
15888,35,2,2,315,5
15889,11,1,8,205,1
15890,20,1,2,134,1
15891,35,2,2,313,1
15892,35,2,2,314,20
15893,35,1,2,301,1
15894,35,2,2,315,3
15895,20,1,2,134,1
15896,35,2,2,312,6
15897,15,1,8,203,40
15898,35,2,2,312,1
15899,15,1,8,203,22
15900,35,2,2,312,4
15901,35,2,2,312,2
15902,35,2,2,315,3
15903,35,2,2,312,6
15904,35,2,2,312,6
15905,35,2,2,312,2
15906,20,1,2,219,6
15907,35,2,2,312,3
15908,15,2,8,203,26
15909,35,2,2,315,9
15910,35,2,2,314,10
15911,15,2,8,82,2
15912,23,1,8,306,1
15913,20,1,2,219,1
15914,35,2,2,312,19
15915,15,1,8,203,4
15916,11,1,8,170,2
15917,35,2,2,315,270
15918,35,2,2,312,4
15919,35,2,2,315,3
15920,11,1,8,195,12
15921,35,1,2,312,6
15922,11,1,8,170,3
15923,35,2,2,312,4
15924,15,1,8,203,4
15925,15,2,8,203,15
15926,11,2,8,55,1
15927,15,2,8,203,25
15928,35,2,2,315,1
15929,22,1,8,305,4
15930,35,4,2,315,1
15931,35,2,2,315,129
15932,35,2,2,316,2
15933,11,1,8,73,1
15934,11,1,8,170,8
15935,20,1,2,219,1
15936,15,1,8,203,46
15937,11,1,8,202,9
15938,11,1,8,170,1
15939,34,2,2,232,1
15940,11,2,8,55,1
15941,35,2,2,315,6
15942,11,2,8,73,4
15943,15,2,8,203,6
15944,35,2,2,312,72
15945,32,4,8,280,1
15946,44,1,2,376,15
15947,15,1,8,193,6
15948,15,1,8,203,35
15949,20,1,2,219,2
15950,11,1,8,166,1
15951,15,1,8,203,46
15952,15,1,8,203,2
15953,35,2,2,314,48
15954,11,1,8,195,7
15955,11,1,8,202,4
15956,11,1,8,170,3
15957,35,2,2,312,2
15958,11,1,8,196,2
15959,11,1,8,170,3
15960,35,2,2,313,2
15961,15,2,8,82,5
15962,11,1,8,170,1
15963,35,2,2,312,3
15964,11,1,8,170,119
15965,35,2,2,312,4
15966,35,2,2,314,32
15967,13,1,8,345,2
15968,54,4,2,362,3
15969,23,1,8,345,38
15970,11,1,8,196,2
15971,35,2,2,315,4
15972,35,2,2,314,1
15973,54,1,8,209,34
15974,11,1,8,157,1
15975,35,2,2,312,2
15976,18,1,10,340,1
15977,11,1,8,209,17
15978,35,2,2,314,11
15979,11,1,8,170,1
15980,35,1,2,301,1
15981,54,2,8,82,4
15982,35,2,2,312,17
15983,32,1,8,280,5
15984,11,1,8,202,6
15985,35,2,2,312,5
15986,15,2,8,203,10
15987,10,5,3,153,2
15988,15,1,8,193,14
15989,11,1,8,195,6
15990,35,2,2,312,3
15991,11,2,8,195,70
15992,54,1,8,203,25
15993,11,1,8,81,4
15994,11,1,8,68,5
15995,35,2,2,312,1
15996,11,1,8,209,3
15997,11,1,8,170,15
15998,50,1,2,376,4
15999,35,2,2,312,1
16000,35,2,2,315,1
16001,35,2,2,313,1
16002,35,2,2,312,9
16003,11,1,8,74,2
16004,20,1,2,219,1
16005,15,1,8,203,24
16006,35,1,2,312,1
16007,50,4,2,374,1
16008,35,4,2,312,1
16009,22,2,8,305,1
16010,11,1,8,195,32
16011,11,4,8,44,1
16012,15,1,8,203,8
16013,20,1,2,219,1
16014,35,2,2,314,49
16015,15,1,8,193,20
16016,44,1,2,376,183
16017,35,1,2,314,59
16018,15,2,8,203,36
16019,50,1,2,376,3
16020,15,2,8,203,13
16021,35,2,2,315,2
16022,35,1,2,301,1
16023,35,2,2,312,17
16024,14,1,8,170,13
16025,11,1,8,167,2
16026,35,1,2,315,1
16027,11,1,8,209,1
16028,35,2,2,315,2
16029,35,2,2,312,26
16030,54,1,8,202,2
16031,11,2,8,195,2
16032,20,1,2,219,1
16033,35,1,2,301,2
16034,11,1,8,195,8
16035,35,4,2,301,2
16036,35,2,2,315,81
16037,15,1,8,203,18
16038,54,4,2,362,2
16039,35,2,2,312,4
16040,15,2,8,203,7
16041,11,1,8,170,3
16042,15,1,8,203,37
16043,35,2,2,312,13
16044,13,1,8,273,1
16045,11,2,8,150,1
16046,35,2,2,316,21
16047,15,1,8,203,30
16048,13,1,8,345,4
16049,44,1,2,376,6
16050,35,2,2,315,1
16051,15,2,8,203,16
16052,15,2,8,203,35
16053,35,4,2,314,1
16054,11,1,8,209,3
16055,35,2,2,315,2
16056,35,2,2,312,2
16057,11,1,8,209,3
16058,35,2,2,312,2
16059,35,2,2,315,1
16060,13,1,8,273,2
16061,35,1,2,301,1
16062,15,2,8,82,4
16063,11,1,8,195,4
16064,15,2,8,203,8
16065,20,1,2,219,1
16066,11,1,8,54,1
16067,15,2,8,201,2
16068,15,2,8,193,22
16069,35,2,2,312,5
16070,23,1,8,306,1
16071,11,1,8,202,7
16072,15,1,8,193,27
16073,35,2,2,312,4
16074,15,1,8,203,50
16075,54,1,2,361,4
16076,20,1,2,134,1
16077,54,1,8,201,28
16078,35,2,2,312,49
16079,11,1,8,207,1
16080,35,4,2,315,1
16081,35,2,2,312,4
16082,28,1,9,212,6
16083,11,1,8,207,4
16084,20,1,2,134,1
16085,15,2,8,203,28
16086,35,2,2,301,1
16087,35,2,2,312,1
16088,54,1,8,203,9
16089,11,1,8,209,9
16090,20,1,2,219,2
16091,11,1,8,195,122
16092,15,1,8,203,16
16093,35,2,2,315,5
16094,35,2,2,316,54
16095,11,1,8,68,1
16096,11,2,8,195,4
16097,15,1,8,172,1
16098,35,2,2,313,4
16099,11,1,8,170,2
16100,35,2,2,315,33
16101,15,2,8,71,1
16102,15,1,8,172,8
16103,11,1,8,170,4
16104,35,2,2,315,128
16105,35,2,2,315,1
16106,11,1,8,170,2
16107,20,1,8,134,1
16108,20,1,2,219,1
16109,35,4,2,312,1
16110,35,4,2,313,1
16111,35,2,2,312,1
16112,35,2,2,315,3
16113,36,1,8,312,5
16114,35,1,8,312,3
16115,11,1,8,209,3
16116,35,2,2,315,6
16117,35,2,2,314,23
16118,35,2,2,313,2
16119,35,4,2,315,1
16120,11,2,8,87,1
16121,11,1,8,191,4
16122,15,2,8,203,1
16123,11,1,8,170,1
16124,35,2,2,315,12
16125,13,1,8,273,2
16126,15,1,8,203,18
16127,35,2,2,314,2
16128,15,2,8,203,15
16129,11,1,8,71,2
16130,20,1,2,134,1
16131,44,1,2,376,6
16132,35,2,2,312,9
16133,11,1,8,170,2
16134,35,2,2,313,14
16135,11,1,8,195,4
16136,15,1,8,201,7
16137,15,1,8,203,10
16138,15,1,8,203,289
16139,15,1,8,203,18
16140,11,1,8,170,3
16141,13,1,8,273,1
16142,15,1,8,80,4
16143,15,2,8,203,66
16144,11,1,8,170,4
16145,15,2,8,203,6
16146,35,1,2,315,3
16147,11,2,8,73,1
16148,15,1,8,203,50
16149,15,2,8,82,38
16150,20,1,2,134,1
16151,15,2,8,203,1
16152,35,2,2,310,24
16153,15,2,8,167,36
16154,54,5,2,360,1
16155,31,4,8,279,1
16156,15,1,8,203,5
16157,11,1,8,76,1
16158,35,2,2,310,35
16159,35,2,2,313,24
16160,35,2,2,312,4
16161,35,2,2,313,3
16162,14,1,8,163,5
16163,11,1,8,170,198
16164,35,2,2,315,4
16165,35,2,2,315,7
16166,35,2,2,315,2
16167,15,2,8,203,20
16168,15,1,8,203,16
16169,15,1,8,193,9
16170,35,2,2,312,8
16171,11,1,8,170,1
16172,35,1,8,312,1
16173,35,1,2,301,1
16174,11,1,8,170,1
16175,35,2,2,312,53
16176,35,4,2,312,1
16177,15,1,8,203,16
16178,11,1,8,195,7
16179,23,1,8,305,2
16180,35,2,2,312,1
16181,11,1,8,195,2
16182,35,2,2,315,1
16183,35,2,2,312,2
16184,35,4,2,313,1
16185,35,2,2,312,2
16186,35,2,2,310,33
16187,15,1,8,203,16
16188,35,2,2,312,3
16189,11,1,8,196,1
16190,35,2,2,315,3
16191,35,2,2,312,20
16192,15,2,8,203,6
16193,11,1,8,195,1
16194,15,1,8,203,35
16195,35,1,8,211,2
16196,13,1,8,273,2
16197,11,1,8,195,14
16198,11,1,8,195,50
16199,15,2,8,203,25
16200,11,1,8,170,2
16201,15,1,8,193,9
16202,11,1,8,201,1
16203,11,2,8,68,1
16204,15,1,8,203,59
16205,11,2,8,42,1
16206,11,1,8,196,3
16207,35,1,2,312,1
16208,15,1,8,203,32
16209,35,4,2,312,1
16210,11,2,8,68,1
16211,23,4,7,306,2
16212,15,1,8,203,6
16213,35,2,2,314,74
16214,35,2,2,315,3
16215,11,1,8,68,1
16216,15,1,8,203,22
16217,35,4,2,315,3
16218,11,1,8,207,28
16219,35,2,2,312,1
16220,15,1,8,203,18
16221,11,1,8,170,1
16222,15,2,8,203,20
16223,35,2,2,313,3
16224,21,1,8,209,157
16225,44,1,2,376,4
16226,35,1,2,312,8
16227,15,2,8,203,22
16228,35,2,2,312,5
16229,11,1,8,196,1
16230,15,1,8,71,4
16231,15,1,8,203,6
16232,11,2,8,191,4
16233,13,1,6,345,1
16234,44,1,2,376,5
16235,20,1,2,134,1
16236,35,1,2,301,1
16237,15,1,8,203,10
16238,35,4,2,312,2
16239,11,1,8,68,1
16240,11,1,8,195,3
16241,35,2,2,314,16
16242,11,1,8,170,59
16243,11,1,8,195,2
16244,11,2,8,195,9
16245,35,2,2,315,5
16246,35,2,2,312,3
16247,35,2,2,315,34
16248,11,1,8,170,2
16249,35,2,2,313,7
16250,35,2,2,312,1
16251,35,4,2,312,1
16252,54,1,6,362,2
16253,28,1,9,240,10
16254,15,1,8,203,44
16255,15,2,8,82,12
16256,10,4,3,39,1
16257,35,1,2,312,1
16258,11,2,8,109,13
16259,54,1,8,362,2
16260,11,1,8,80,2
16261,35,4,2,312,1
16262,35,2,2,312,5
16263,35,2,2,312,1
16264,15,1,8,203,22
16265,35,2,2,313,2
16266,35,2,2,315,4
16267,15,2,8,203,37
16268,23,1,8,345,2
16269,35,2,2,312,4
16270,14,2,8,54,1
16271,35,1,2,312,1
16272,35,2,2,312,5
16273,11,1,8,193,1
16274,15,2,8,203,22
16275,54,1,8,203,40
16276,35,2,2,315,8
16277,15,2,8,82,2
16278,15,2,8,203,19
16279,15,1,8,71,2
16280,27,4,9,240,3
16281,35,2,2,313,2
16282,15,1,8,193,7
16283,15,1,8,193,14
16284,44,1,2,376,7
16285,27,4,9,240,4
16286,15,2,8,203,22
16287,15,2,8,203,40
16288,35,2,2,301,2
16289,35,2,2,312,9
16290,15,1,8,203,16
16291,54,1,8,193,8
16292,11,1,8,170,12
16293,35,2,2,312,1
16294,35,4,2,301,1
16295,35,2,2,315,116
16296,20,1,8,219,2
16297,15,2,8,203,18
16298,35,2,2,314,7
16299,15,1,8,203,16
16300,35,2,2,315,3
16301,35,2,2,312,7
16302,54,1,8,203,10
16303,11,2,8,202,8
16304,54,1,8,203,28
16305,11,1,8,170,6
16306,15,2,8,203,18
16307,35,4,2,315,1
16308,15,2,8,203,16
16309,44,1,2,376,3
16310,11,1,8,170,6
16311,47,1,2,370,2
16312,35,2,2,312,2
16313,35,2,2,312,34
16314,15,1,8,203,7
16315,11,1,8,70,5
16316,35,2,2,312,5
16317,15,1,8,203,21
16318,35,2,2,313,1
16319,15,2,8,203,8
16320,15,2,8,203,12
16321,35,2,2,315,5
16322,35,1,2,312,4
16323,35,2,2,314,13
16324,15,1,8,203,43
16325,35,2,2,315,3
16326,35,2,2,312,15
16327,35,4,2,131,1
16328,23,2,8,306,17
16329,50,1,2,374,1
16330,15,2,8,203,14
16331,11,1,8,170,6
16332,35,2,2,315,5
16333,54,1,8,82,5
16334,35,2,2,312,7
16335,13,1,6,345,1
16336,15,2,8,82,3
16337,11,1,8,202,6
16338,11,2,8,171,2
16339,11,1,8,170,4
16340,15,2,8,203,2
16341,35,2,2,312,12
16342,15,1,8,203,9
16343,35,2,2,310,28
16344,11,1,8,170,2
16345,54,1,8,193,20
16346,15,1,8,201,2
16347,11,2,8,54,1
16348,35,2,2,314,1
16349,15,1,8,71,3
16350,13,1,8,273,1
16351,35,2,2,312,2
16352,15,2,8,203,6
16353,54,4,2,362,2
16354,11,1,8,161,1
16355,35,2,2,312,1
16356,35,2,2,312,1
16357,35,2,2,312,8
16358,20,1,2,219,1
16359,44,4,2,376,2
16360,35,2,2,315,35
16361,35,2,2,315,12
16362,15,1,8,203,18
16363,54,1,8,280,3
16364,22,4,8,222,14
16365,35,2,2,312,14
16366,15,1,8,193,18
16367,54,2,8,81,1
16368,35,2,2,315,16
16369,20,1,2,134,1
16370,11,1,8,170,1
16371,35,2,2,312,8
16372,54,1,8,191,17
16373,11,1,8,170,1
16374,35,2,2,312,4
16375,11,1,8,171,8
16376,15,1,8,82,12
16377,20,1,2,219,1
16378,11,1,8,170,3
16379,35,2,2,312,19
16380,15,1,8,82,16
16381,15,2,8,80,1
16382,35,2,8,312,1
16383,35,2,2,312,37
16384,35,2,2,315,2
16385,35,2,2,314,10
16386,35,2,2,312,3
16387,11,1,8,191,52
16388,11,1,8,87,1
16389,35,4,2,312,1
16390,15,2,8,172,1
16391,35,2,2,314,3
16392,35,2,2,312,4
16393,35,2,2,315,121
16394,20,1,2,219,1
16395,15,1,8,203,10
16396,54,2,8,201,4
16397,35,2,2,312,39
16398,35,2,2,313,7
16399,11,1,8,195,10
16400,15,2,8,193,13
16401,15,2,8,201,2
16402,15,2,8,71,15
16403,15,2,8,203,10
16404,40,2,8,162,8
16405,11,1,8,202,4
16406,11,2,8,68,1
16407,11,1,8,195,2
16408,35,2,2,313,1
16409,11,1,8,196,2
16410,15,2,8,203,24
16411,11,1,8,207,2
16412,35,2,2,314,60
16413,15,1,8,80,4
16414,11,1,8,181,1
16415,35,4,2,312,1
16416,15,2,8,68,4
16417,11,1,8,207,6
16418,15,2,8,203,16
16419,11,1,8,195,83
16420,11,2,8,54,1
16421,35,2,2,313,4
16422,11,1,8,170,4
16423,11,1,8,202,3
16424,11,2,8,170,4
16425,15,2,8,203,28
16426,15,2,8,203,10
16427,35,2,2,310,30
16428,35,1,2,301,2
16429,15,1,8,203,63
16430,11,1,8,187,5
16431,35,2,2,313,34
16432,15,1,8,203,44
16433,15,1,8,203,4
16434,35,2,2,313,60
16435,20,1,2,219,1
16436,11,2,8,191,2
16437,11,1,8,209,3
16438,11,1,8,171,2
16439,35,2,2,312,1
16440,11,2,8,68,1
16441,11,1,8,71,1
16442,35,2,2,315,2
16443,22,1,8,222,1
16444,11,1,8,61,1
16445,11,1,8,73,1
16446,35,2,2,313,20
