id,sum_et,sum_st,sum_rt,sum_lf,sum_vol
16273,11,1,8,193,1
16274,15,2,8,356,34
16275,69,1,8,285,48
16276,69,2,2,1640,18
16277,15,2,8,82,2
16278,15,2,8,365,29
16279,26,1,8,71,2
16280,37,4,12,774,10
16281,69,2,2,1397,7
16282,26,1,8,264,9
16283,26,1,8,426,20
16284,129,1,2,1983,27
16285,37,4,12,508,10
16286,15,2,8,285,32
16287,15,2,8,285,63
16288,69,2,2,522,3
16289,69,2,2,544,18
16290,26,1,8,285,22
16291,80,1,10,426,18
16292,11,1,8,224,21
16293,69,2,2,851,3
16294,35,4,2,301,1
16295,69,2,2,550,172
16296,31,1,10,665,7
16297,15,2,8,285,24
16298,69,2,2,548,13
16299,26,1,8,830,33
16300,69,2,2,1640,9
16301,69,2,2,544,8
16302,69,1,10,365,16
16303,11,2,8,544,23
16304,69,1,10,436,41
16305,11,1,8,224,12
16306,15,2,8,285,19
16307,35,4,2,628,2
16308,15,2,8,285,20
16309,129,1,2,1693,13
16310,11,1,8,327,14
16311,67,1,2,789,4
16312,69,2,2,1078,8
16313,69,2,2,544,68
16314,26,1,8,566,20
16315,11,1,8,70,5
16316,69,2,2,771,10
16317,26,1,8,285,30
16318,69,2,2,1624,6
16319,15,2,8,285,10
16320,15,2,8,285,18
16321,69,2,2,1096,12
16322,89,1,2,1505,12
16323,69,2,2,548,24
16324,26,1,8,566,67
16325,69,2,2,1096,10
16326,69,2,2,544,30
16327,35,4,2,261,2
16328,56,2,15,1105,36
16329,50,1,2,663,2
16330,15,2,8,365,27
16331,11,1,8,292,12
16332,69,2,2,2174,25
16333,69,1,8,153,7
16334,69,2,2,544,12
16335,13,1,6,618,2
16336,15,2,8,82,3
16337,11,1,8,283,12
16338,11,2,8,226,4
16339,11,1,8,224,8
16340,15,2,8,285,4
16341,69,2,2,544,24
16342,26,1,8,285,18
16343,69,2,2,1076,103
16344,11,1,8,224,4
16345,80,1,8,515,26
16346,26,1,8,281,3
16347,11,2,8,54,1
16348,69,2,2,548,2
16349,26,1,8,71,3
16350,24,1,14,574,4
16351,69,2,2,1078,6
16352,15,2,8,285,12
16353,54,4,2,722,3
16354,11,1,8,161,1
16355,69,2,2,1078,4
16356,69,2,2,851,3
16357,69,2,2,544,13
16358,20,1,2,353,2
16359,129,4,2,1119,6
16360,69,2,2,2718,141
16361,69,2,2,1096,31
16362,26,1,8,285,32
16363,97,1,10,450,4
16364,33,4,15,297,15
16365,69,2,2,544,26
16366,26,1,8,346,26
16367,65,2,10,151,2
16368,69,2,2,1640,55
16369,20,1,2,134,1
16370,11,1,8,224,2
16371,69,2,2,544,13
16372,65,1,10,261,26
16373,11,1,8,170,1
16374,69,2,2,1470,12
16375,11,1,8,226,15
16376,26,1,8,153,13
16377,20,1,2,353,2
16378,11,1,8,224,5
16379,69,2,2,544,29
16380,26,1,8,162,17
16381,15,2,8,80,1
16382,46,2,10,800,3
16383,69,2,2,544,73
16384,69,2,2,1096,8
16385,69,2,2,548,17
16386,69,2,2,544,5
16387,11,1,8,391,93
16388,13,1,8,88,2
16389,35,4,2,312,1
16390,15,2,8,228,2
16391,69,2,2,1092,7
16392,69,2,2,544,8
16393,69,2,2,550,193
16394,20,1,2,353,2
16395,26,1,8,285,16
16396,69,2,10,281,5
16397,69,2,2,544,76
16398,69,2,2,1624,25
16399,11,1,8,268,18
16400,15,2,8,346,20
16401,15,2,8,281,3
16402,15,2,8,71,15
16403,15,2,8,365,20
16404,65,2,14,363,12
16405,11,1,8,544,8
16406,11,2,8,68,1
16407,11,1,8,268,3
16408,69,2,2,546,2
16409,11,1,8,498,6
16410,15,2,8,285,39
16411,11,1,8,824,8
16412,69,2,2,1630,217
16413,28,1,8,82,5
16414,11,1,8,242,2
16415,35,4,2,619,2
16416,15,2,8,68,4
16417,11,1,8,517,14
16418,15,2,8,285,21
16419,11,1,8,268,112
16420,11,2,8,54,1
16421,69,2,2,1622,12
16422,11,1,8,224,8
16423,11,1,8,283,5
16424,11,2,8,238,8
16425,15,2,8,285,41
16426,15,2,8,285,16
16427,69,2,2,1076,107
16428,89,1,2,875,6
16429,26,1,8,549,106
16430,11,1,8,252,9
16431,69,2,2,1624,61
16432,26,1,8,566,67
16433,26,1,8,566,9
16434,69,2,2,1090,153
16435,20,1,2,219,1
16436,11,2,8,261,4
16437,11,1,8,296,4
16438,11,1,8,226,3
16439,69,2,2,544,2
16440,11,2,8,68,1
16441,11,1,8,71,1
16442,69,2,2,1408,6
16443,33,1,15,392,2
16444,11,1,8,105,2
16445,11,1,8,73,1
16446,69,2,2,857,42
16447,24,1,14,497,3
16448,69,2,2,544,2
16449,26,1,8,281,6
16450,11,1,8,54,1
16451,129,1,2,1693,10
16452,15,2,8,285,55
16453,69,2,2,2740,153
16454,69,2,2,771,24
16455,11,1,8,224,13
16456,15,2,8,285,24
16457,11,2,8,191,1
16458,69,2,2,1078,6
16459,69,2,2,3337,480
16460,69,2,2,1632,91
16461,11,1,8,613,11
16462,11,1,8,199,6
16463,11,1,8,80,1
16464,69,2,2,1465,23
16465,69,2,2,1635,8
16466,35,4,2,315,1
16467,69,2,2,544,54
16468,11,2,8,268,3
16469,69,1,10,285,6
16470,69,2,2,1078,25
16471,34,2,2,459,2
16472,20,1,2,353,2
16473,11,1,8,268,3
16474,11,1,8,338,4
16475,26,1,8,486,5
16476,24,1,14,459,16
16477,26,1,8,566,133
16478,69,2,2,544,24
16479,15,2,8,162,2
16480,15,2,8,82,8
16481,69,2,2,550,2
16482,15,2,8,418,4
16483,11,1,8,224,12
16484,69,2,2,1078,5
16485,69,2,2,544,42
16486,69,2,2,544,6
16487,69,2,2,1076,102
16488,69,2,2,1078,6
16489,11,2,8,268,10
16490,89,1,2,678,5
16491,15,2,8,549,32
16492,25,2,12,68,3
16493,69,2,2,1399,9
16494,52,1,17,889,15
16495,11,2,8,141,2
16496,11,1,8,487,5
16497,38,1,18,690,14
16498,26,1,8,830,153
16499,11,1,8,327,22
16500,11,1,8,226,16
16501,69,2,2,544,8
16502,15,2,8,82,12
16503,26,1,8,549,150
16504,69,2,2,1090,71
16505,15,2,8,82,8
16506,11,1,8,161,1
16507,124,1,12,1127,8
16508,69,2,2,2174,10
16509,26,1,8,629,46
16510,26,1,8,228,67
16511,35,4,2,312,1
16512,11,2,8,73,1
16513,69,2,2,1096,24
16514,30,5,9,133,1
16515,15,2,8,285,37
16516,15,2,8,285,26
16517,26,1,8,281,37
16518,35,4,2,312,2
16519,45,4,7,751,3
16520,11,1,8,170,2
16521,15,2,8,285,21
16522,15,2,8,246,2
16523,45,1,10,415,4
16524,42,1,24,588,16
16525,11,1,8,54,1
16526,93,1,2,569,377
16527,69,2,2,1640,30
16528,11,1,8,54,3
16529,69,2,2,544,6
16530,11,1,8,54,1
16531,69,2,2,544,16
16532,69,2,2,1640,21
16533,26,1,8,346,5
16534,24,1,14,565,9
16535,11,1,8,61,1
16536,35,4,2,619,2
16537,69,2,2,544,8
16538,26,1,8,566,33
16539,129,1,2,1983,97
16540,11,1,8,226,2
16541,69,2,2,544,8
16542,56,2,15,1023,25
16543,69,2,2,861,3
16544,11,1,8,281,4
16545,89,1,2,875,6
16546,11,1,8,68,1
16547,35,4,2,312,1
16548,11,2,8,268,4
16549,11,2,8,238,2
16550,69,2,2,1090,12
16551,26,1,8,1040,40
16552,11,1,8,466,3
16553,69,2,2,544,40
16554,11,1,8,54,1
16555,69,2,2,1947,39
16556,55,1,2,654,3
16557,11,2,8,268,3
16558,11,1,8,54,1
16559,11,1,8,54,3
16560,11,1,8,226,2
16561,15,2,8,356,32
16562,26,1,8,264,3
16563,11,2,8,151,4
16564,26,1,8,566,56
16565,69,2,2,544,2
16566,43,1,8,814,135
16567,69,2,2,1947,30
16568,11,1,8,268,3
16569,11,2,8,68,1
16570,10,4,3,498,8
16571,11,1,8,224,5
16572,80,1,8,153,11
16573,20,1,2,134,1
16574,11,4,8,54,1
16575,69,2,2,1167,34
16576,11,2,8,224,2
16577,80,1,10,549,77
16578,69,2,2,544,159
16579,10,5,3,343,6
16580,26,1,8,346,33
16581,69,2,2,851,6
16582,89,1,2,656,3
16583,55,1,2,654,4
16584,26,1,8,566,76
16585,11,1,8,54,3
16586,26,1,8,162,2
16587,15,2,8,285,63
16588,20,1,2,353,2
16589,100,1,10,2674,27
16590,11,2,8,85,1
16591,69,2,2,1630,290
16592,69,2,2,544,64
16593,11,1,8,268,24
16594,69,2,2,544,4
16595,20,1,2,353,4
16596,54,4,2,722,2
16597,15,2,8,285,49
16598,69,2,2,2188,16
16599,20,1,2,353,8
16600,69,2,2,851,3
16601,69,2,2,1076,105
16602,11,2,8,224,2
16603,26,1,8,549,65
16604,31,1,10,579,9
16605,11,2,8,87,1
16606,11,1,8,268,3
16607,69,2,2,1397,7
16608,15,2,8,82,7
16609,69,2,2,1640,8
16610,15,2,8,285,42
16611,11,1,8,551,9
16612,56,1,15,752,5
16613,69,2,2,544,21
16614,15,2,8,162,3
16615,69,2,2,1078,8
16616,69,2,2,1405,12
16617,11,1,8,283,16
16618,13,1,6,618,3
16619,69,2,2,864,8
16620,11,1,8,259,3
16621,11,1,8,261,2
16622,26,1,8,274,45
16623,69,2,2,1640,19
16624,69,1,10,233,22
16625,26,1,8,264,7
16626,129,1,2,1693,21
16627,26,1,8,281,32
16628,69,2,2,1078,77
16629,35,4,2,628,2
16630,69,2,2,522,2
16631,69,2,2,544,6
16632,69,2,2,544,3
16633,69,2,2,548,13
16634,69,2,2,1630,347
16635,69,2,2,3802,222
16636,69,2,2,1076,48
16637,69,2,2,1096,9
16638,51,1,20,557,5
16639,69,2,2,544,30
16640,26,1,8,285,10
16641,69,2,2,544,50
16642,55,1,2,654,3
16643,69,2,2,1640,34
16644,11,1,8,224,6
16645,26,1,8,281,4
16646,35,4,2,1246,5
16647,11,2,8,247,6
16648,179,1,2,2357,24
16649,30,1,5,392,3
16650,15,2,8,82,38
16651,69,2,2,544,2
16652,25,2,12,238,2
16653,26,1,8,882,529
16654,11,1,8,155,2
16655,11,1,8,226,2
16656,69,2,2,544,4
16657,80,1,10,549,24
16658,69,2,2,1624,9
16659,69,2,2,1391,13
16660,11,1,8,70,1
16661,56,1,2,436,2
16662,69,2,2,544,41
16663,11,1,8,268,8
16664,11,1,8,268,12
16665,20,1,2,353,2
16666,69,2,2,2174,31
16667,69,2,2,1626,12
16668,11,2,8,255,2
16669,26,1,8,285,26
16670,26,1,8,281,15
16671,69,2,2,2154,14
16672,15,2,8,162,9
16673,15,2,8,285,34
16674,69,2,2,544,2
16675,11,1,8,270,6
16676,69,2,2,544,2
16677,11,1,8,268,7
16678,80,1,10,509,6
16679,11,1,8,277,2
16680,15,2,8,51,5
16681,11,1,8,270,3
16682,15,2,8,285,5
16683,35,4,2,301,3
16684,56,1,2,656,3
16685,93,1,2,1308,13
16686,11,1,8,170,1
16687,11,1,8,283,7
16688,69,2,2,1630,296
16689,35,4,2,312,1
16690,26,1,8,285,25
16691,11,1,8,268,3
16692,26,1,8,566,223
16693,11,2,8,224,2
16694,26,1,8,285,6
16695,69,2,2,2712,111
16696,11,1,8,377,79
16697,11,1,8,55,8
16698,11,2,8,218,3
16699,69,2,2,1078,11
16700,26,1,8,830,66
16701,69,2,2,544,30
16702,26,1,8,264,6
16703,33,2,15,380,3
16704,69,2,2,3189,76
16705,35,4,2,312,1
16706,15,2,8,356,12
16707,26,1,8,281,5
16708,69,2,2,544,4
16709,26,1,8,264,8
16710,15,2,8,285,21
16711,69,2,2,544,2
16712,11,1,8,224,29
16713,11,1,8,73,1
16714,11,1,8,224,4
16715,20,1,2,134,1
16716,26,1,8,254,5
16717,11,1,8,487,22
16718,15,2,8,285,15
16719,69,2,2,522,2
16720,15,2,8,285,7
16721,20,1,2,353,2
16722,11,1,8,268,65
16723,11,1,8,226,59
16724,11,1,8,74,1
16725,11,1,8,199,6
16726,11,2,8,268,2
16727,69,2,2,546,4
16728,15,2,8,285,78
16729,24,1,14,592,6
16730,69,2,2,544,25
16731,15,2,8,201,1
16732,69,2,2,1092,8
16733,11,1,8,296,11
16734,69,2,2,1624,37
16735,11,1,8,478,12
16736,42,1,24,909,4
16737,69,2,2,2095,169
16738,35,1,10,612,4
16739,15,2,8,365,12
16740,11,1,8,268,14
16741,15,2,8,80,2
16742,11,2,8,261,4
16743,15,2,8,264,2
16744,15,2,8,68,1
16745,15,2,8,162,2
16746,69,2,2,1078,4
16747,26,1,8,218,4
16748,55,1,2,966,5
16749,69,2,2,1391,6
16750,86,1,2,1318,24
16751,56,2,15,800,4
16752,26,1,8,201,2
16753,35,4,2,312,1
16754,15,2,8,82,20
16755,69,2,2,548,6
16756,25,1,12,54,4
16757,15,2,8,71,1
16758,11,1,8,283,2
16759,11,1,8,224,12
16760,26,1,8,365,55
16761,89,1,2,875,4
16762,11,2,8,268,3
16763,35,4,2,312,1
16764,65,1,14,385,9
16765,11,1,8,55,1
16766,23,4,7,529,2
16767,20,1,2,353,2
16768,15,2,8,153,18
16769,69,2,2,861,3
16770,69,2,2,1632,14
16771,69,2,2,548,29
16772,69,2,2,2174,41
16773,69,2,2,1078,4
16774,69,2,2,1078,4
16775,20,1,2,353,2
16776,69,2,2,1090,111
16777,35,4,2,625,2
16778,80,1,10,549,36
16779,13,1,6,618,2
16780,34,2,2,459,2
16781,24,1,14,497,7
16782,11,2,8,283,8
16783,15,2,8,264,2
16784,69,2,2,544,10
16785,11,2,8,54,1
16786,15,2,8,566,26
16787,15,2,8,285,72
16788,69,2,2,544,4
16789,26,1,8,281,3
16790,69,2,2,1935,20
16791,24,1,14,865,9
16792,26,1,8,549,34
16793,69,2,2,3264,423
16794,20,1,2,353,2
16795,11,2,8,68,1
16796,11,1,8,224,4
16797,11,1,8,515,19
16798,69,2,2,1411,10
16799,80,1,10,509,4
16800,35,4,2,312,1
16801,11,2,8,261,5
16802,15,2,8,285,7
16803,11,1,8,55,4
16804,69,2,2,1090,122
16805,11,1,8,226,3
16806,15,2,8,281,2
16807,31,1,10,577,4
16808,26,1,8,549,176
16809,15,2,8,285,15
16810,11,1,8,281,3
16811,34,2,2,459,2
16812,42,1,24,915,4
16813,80,2,10,1463,12
16814,69,2,10,246,2
16815,89,1,2,875,4
16816,70,2,19,752,5
16817,11,1,8,293,2
16818,11,1,8,270,7
16819,35,4,2,619,2
16820,15,2,8,285,7
16821,69,2,2,1086,6
16822,25,1,12,210,3
16823,24,1,14,341,2
16824,26,1,8,356,15
16825,69,2,2,860,5
16826,11,1,8,171,1
16827,69,2,2,544,9
16828,11,1,8,224,11
16829,11,1,8,268,61
16830,69,2,2,1929,10
16831,69,2,2,1312,96
16832,15,2,8,356,26
16833,20,1,2,219,1
16834,26,1,8,264,3
16835,86,1,2,1318,35
16836,11,1,8,377,237
16837,11,1,8,201,1
16838,45,1,10,371,3
16839,69,2,2,3023,222
16840,69,2,2,544,56
16841,69,2,2,2717,20
16842,15,2,8,285,21
16843,11,1,8,224,6
16844,69,2,2,1640,20
16845,26,1,8,549,30
16846,11,1,8,296,2
16847,15,2,8,80,2
16848,11,1,8,327,57
16849,89,1,2,656,3
16850,69,2,2,2188,16
16851,11,1,8,268,3
16852,69,2,2,1640,6
16853,11,1,8,239,3
16854,69,2,2,544,3
16855,38,1,17,570,50
16856,11,2,8,292,4
16857,15,2,8,285,3
16858,35,4,2,94,1
16859,11,1,8,224,6
16860,69,2,2,857,4
16861,35,4,2,312,1
16862,35,4,2,312,2
16863,11,1,8,497,10
16864,69,2,2,861,4
16865,78,1,16,341,3
16866,15,2,8,549,17
16867,11,1,8,487,10
16868,69,2,2,544,26
16869,11,1,8,285,2
16870,69,2,2,1005,4
16871,69,2,2,544,22
16872,56,2,15,1164,48
16873,15,2,8,629,30
16874,11,1,8,283,31
16875,69,2,2,1555,12
16876,15,2,8,566,16
16877,20,1,2,353,2
16878,69,2,2,851,4
16879,11,1,8,268,4
16880,11,2,8,68,1
16881,69,2,2,1078,4
16882,221,1,2,1697,13
16883,69,2,2,1094,20
16884,11,1,8,268,13
16885,69,2,2,1078,10
16886,69,2,2,1076,109
16887,56,1,15,752,4
16888,35,4,2,312,1
16889,11,1,8,54,1
16890,69,2,2,1090,10
16891,69,2,2,1630,333
16892,56,2,15,686,5
16893,11,4,8,70,3
16894,86,1,2,1035,4
16895,80,1,10,264,8
16896,35,4,2,932,3
16897,69,2,2,544,73
16898,69,2,2,1640,411
16899,11,1,8,54,2
16900,11,1,8,268,13
16901,15,2,8,82,6
16902,26,1,8,555,14
16903,69,2,2,1078,6
16904,15,2,8,285,51
16905,29,1,18,813,13
16906,15,2,8,566,58
16907,69,2,2,1640,10
16908,35,4,2,94,1
16909,34,2,15,578,7
16910,69,2,2,1640,23
16911,11,2,8,55,1
16912,26,1,8,281,5
16913,52,1,17,889,7
16914,11,1,8,224,10
16915,26,1,8,71,2
16916,26,1,8,549,73
16917,15,2,8,162,2
16918,56,4,15,603,6
16919,38,1,18,395,8
16920,69,2,2,544,3
16921,20,1,2,353,2
16922,34,2,2,468,2
16923,69,2,2,1939,78
16924,69,2,2,544,3
16925,11,1,8,541,13
16926,69,2,2,851,10
16927,35,4,2,310,1
16928,11,2,8,311,6
16929,25,2,12,47,2
16930,11,2,8,151,6
16931,11,1,8,567,164
16932,69,2,2,1078,6
16933,69,2,2,1405,82
16934,50,4,2,374,3
16935,11,1,8,593,4
16936,69,2,2,851,4
16937,11,1,8,224,2
16938,174,1,2,2361,27
16939,11,1,8,279,3
16940,26,1,8,281,6
16941,80,1,10,264,23
16942,89,1,2,1198,26
16943,11,1,8,56,1
16944,11,1,8,170,1
16945,11,1,8,226,4
16946,69,2,2,1939,395
16947,69,2,2,2168,30
16948,77,3,2,373,3
16949,15,2,8,281,2
16950,69,2,2,4658,229
16951,174,1,2,2654,22
16952,69,2,2,1630,310
16953,69,2,2,1630,179
16954,15,2,8,750,10
16955,69,2,2,1640,19
16956,69,2,2,1408,19
16957,34,2,15,381,4
16958,69,2,2,2172,12
16959,11,1,8,377,11
16960,69,2,2,2716,43
16961,69,2,2,544,44
16962,69,2,2,863,3
16963,11,1,8,377,28
16964,69,2,2,550,21
16965,80,1,10,549,38
16966,80,2,10,1952,9
16967,58,1,8,498,10
16968,11,1,8,222,2
16969,35,4,2,312,5
16970,69,2,2,1626,185
16971,80,1,10,750,4
16972,15,2,8,285,24
16973,69,2,2,857,9
16974,69,2,2,1640,22
16975,21,1,2,355,2
16976,15,2,8,285,18
16977,69,2,2,1096,14
16978,26,1,8,634,13
16979,26,1,8,285,4
16980,20,1,2,353,2
16981,20,1,2,134,1
16982,11,1,8,224,6
16983,69,2,2,1391,5
16984,11,1,8,270,2
16985,54,1,3,488,3
16986,11,1,8,268,11
16987,20,1,2,134,1
16988,25,2,12,68,3
16989,51,1,11,1334,32
16990,129,1,2,1983,206
16991,69,2,2,1405,40
16992,69,2,2,1096,5
16993,69,1,10,153,26
16994,15,2,8,285,20
16995,69,2,2,544,25
16996,69,2,2,1640,158
16997,69,2,2,1634,40
16998,11,1,8,224,9
16999,11,1,8,73,2
17000,24,1,14,865,9
17001,11,1,8,268,5
17002,15,2,8,285,27
17003,136,1,2,948,3
17004,25,2,12,292,11
17005,11,1,8,226,2
17006,69,2,2,1086,81
17007,69,2,2,4963,393
17008,11,1,8,54,1
17009,11,1,8,515,5
17010,69,2,2,1640,22
17011,35,4,2,312,7
17012,20,1,2,353,2
17013,69,2,2,548,9
17014,15,2,8,285,27
17015,35,4,2,312,1
17016,11,2,8,268,4
17017,15,2,8,285,20
17018,69,2,2,4348,507
17019,69,2,2,3264,48
17020,69,2,2,544,30
17021,35,4,2,928,3
17022,26,1,8,281,2
17023,361,1,10,3664,67
17024,69,2,2,544,10
17025,11,2,8,226,2
17026,15,2,8,285,8
17027,26,1,8,549,16
17028,69,1,10,71,3
17029,50,1,2,663,3
17030,89,1,2,1443,6
17031,11,1,8,689,76
17032,11,1,8,309,3
17033,11,1,8,524,5
17034,69,2,2,3264,22
17035,29,1,9,349,2
17036,69,2,2,1640,95
17037,15,2,8,830,63
17038,24,1,14,1089,16
17039,26,1,8,426,8
17040,69,2,2,544,153
17041,33,1,9,392,12
17042,69,2,2,2473,134
17043,15,2,8,365,13
17044,69,2,2,1325,8
17045,11,1,8,224,2
17046,11,1,8,613,29
17047,26,1,8,264,3
17048,89,1,2,1421,12
17049,11,1,8,268,113
17050,15,2,8,285,28
17051,11,2,8,73,1
17052,11,1,8,122,9
17053,11,1,8,54,1
17054,69,2,2,2174,75
17055,11,1,8,428,13
17056,24,1,14,497,4
17057,69,2,2,1640,14
17058,69,1,10,264,8
17059,15,2,8,285,35
17060,11,1,8,293,2
17061,30,1,5,391,3
17062,24,1,14,592,6
17063,35,4,2,312,2
17064,26,1,8,264,11
17065,34,2,15,381,5
17066,15,2,8,82,33
17067,11,1,8,342,3
17068,69,2,10,82,4
17069,69,2,2,544,2
17070,69,1,10,82,8
17071,23,4,7,529,2
17072,26,1,8,346,5
17073,69,2,2,1408,9
17074,69,2,2,1076,23
17075,26,1,8,625,47
17076,69,2,2,544,39
17077,56,2,15,1105,36
17078,26,1,8,228,805
17079,11,1,8,261,5
17080,20,1,2,353,2
17081,26,1,8,82,4
17082,11,1,8,228,2
17083,69,2,2,1086,186
17084,35,4,2,301,1
17085,11,1,8,283,29
17086,15,2,8,285,4
17087,15,2,8,285,16
17088,80,2,10,1282,6
17089,11,1,8,68,1
17090,129,1,2,1983,41
17091,15,2,8,285,22
17092,11,1,8,710,46
17093,69,2,2,1076,4
17094,35,4,2,628,2
17095,15,2,8,285,8
17096,26,1,8,858,674
17097,11,1,8,296,4
17098,69,2,2,860,50
17099,11,1,8,224,20
17100,69,2,2,3254,30
17101,69,2,2,1397,52
17102,15,2,8,365,22
17103,69,1,10,82,4
17104,86,1,2,1563,42
17105,10,4,3,498,13
17106,69,2,2,1640,27
17107,11,1,8,224,3
17108,65,1,10,224,3
17109,11,2,8,55,2
17110,24,1,14,686,4
17111,20,1,2,353,2
17112,69,2,2,845,41
17113,33,2,15,602,3
17114,26,1,8,285,37
17115,69,2,2,544,3
17116,15,2,8,82,62
17117,35,4,2,314,1
17118,86,1,2,574,2
17119,69,2,2,1941,226
17120,11,1,8,268,48
17121,69,2,2,544,18
17122,15,2,8,285,28
17123,69,2,2,1096,4
17124,26,1,8,281,4
17125,11,1,8,54,1
17126,26,1,8,907,100
17127,69,2,2,1164,4
17128,131,1,2,1989,16
17129,86,1,2,1318,44
17130,23,4,7,529,3
17131,15,2,8,218,2
17132,68,1,21,869,5
17133,11,1,8,292,7
17134,15,2,8,80,3
17135,11,2,8,268,2
17136,11,1,8,224,3
17137,179,4,2,1493,4
17138,26,1,8,545,568
17139,129,1,2,1983,19
17140,69,2,2,1096,4
17141,26,1,8,566,56
17142,69,2,2,548,18
17143,15,2,8,285,10
17144,35,1,10,419,16
17145,89,1,2,875,4
17146,69,2,2,544,65
17147,69,2,2,1624,15
17148,80,1,10,830,37
17149,15,2,8,82,12
17150,69,2,2,544,47
17151,11,2,8,70,4
17152,11,1,8,238,2
17153,69,2,2,1404,19
17154,129,1,2,1983,288
17155,89,1,2,1951,16
17156,15,2,8,285,52
17157,69,2,2,544,19
17158,69,2,2,845,3
17159,11,1,8,226,2
17160,69,2,2,1640,8
17161,129,2,2,1034,3
17162,69,2,2,544,9
17163,15,2,8,285,19
17164,69,2,2,544,3
17165,69,1,10,789,41
17166,20,1,2,353,2
17167,80,2,10,2515,25
17168,69,2,2,544,7
17169,69,2,2,1090,178
17170,69,2,2,544,38
17171,69,2,2,1092,5
17172,179,1,2,2067,8
17173,38,1,18,565,7
17174,69,2,2,1640,61
17175,69,2,2,2174,34
17176,26,1,8,285,24
17177,25,1,12,210,8
17178,24,1,14,341,2
17179,26,1,8,481,22
17180,69,2,2,2162,31
17181,11,1,8,256,2
17182,69,2,2,850,3
17183,11,1,8,544,16
17184,11,2,8,54,5
17185,26,1,8,71,2
17186,69,2,2,546,2
17187,15,2,8,285,49
17188,11,1,8,224,20
17189,69,2,2,1090,4
17190,13,1,8,433,4
17191,26,1,8,549,52
17192,69,2,2,544,4
17193,11,1,8,122,2
17194,24,1,14,399,2
17195,80,1,10,566,70
17196,11,1,8,509,16
17197,11,1,8,316,31
17198,26,1,8,777,53
17199,69,2,2,1626,17
17200,69,2,2,1640,32
17201,69,2,2,1624,9
17202,11,1,8,268,8
17203,35,4,2,932,3
17204,11,2,8,68,1
17205,69,2,2,1391,12
17206,11,1,8,311,6
17207,69,2,2,2174,127
17208,56,1,15,974,9
17209,11,1,8,224,3
17210,69,2,2,1624,36
17211,69,2,2,544,2
17212,69,2,2,544,33
17213,26,1,8,566,21
17214,69,2,2,534,8
17215,69,2,2,544,44
17216,24,1,14,341,2
17217,69,2,2,2564,110
17218,26,1,8,71,2
17219,69,2,2,544,7
17220,16,1,9,434,10
17221,11,1,8,54,4
17222,69,2,2,1094,10
17223,69,2,2,544,70
17224,35,4,2,625,2
17225,26,1,8,218,2
17226,11,1,8,218,2
17227,42,1,24,928,4
17228,11,1,8,261,6
17229,20,1,2,353,4
17230,50,1,2,289,1
17231,34,2,2,235,1
17232,11,1,8,161,1
17233,20,1,2,353,4
17234,34,2,2,459,2
17235,15,2,8,363,8
17236,24,1,14,842,11
17237,11,1,8,73,1
17238,69,2,2,544,20
17239,26,1,8,566,66
17240,26,1,8,617,114
17241,11,2,8,70,2
17242,15,2,8,264,5
17243,15,2,8,830,17
17244,89,1,2,1505,10
17245,11,2,8,292,3
17246,80,1,10,509,5
17247,86,1,2,1318,39
17248,80,2,10,929,5
17249,25,2,12,301,3
17250,11,1,8,170,3
17251,11,1,8,296,6
17252,69,2,2,544,41
17253,69,2,2,544,16
17254,21,1,2,220,1
17255,69,2,2,851,5
17256,11,1,8,474,6
17257,11,1,8,224,20
17258,69,2,2,851,6
17259,15,2,8,82,4
17260,11,2,8,68,1
17261,69,1,10,830,41
17262,174,1,2,2364,8
17263,59,1,9,700,4
17264,69,2,2,1096,18
17265,15,2,8,82,1
17266,69,2,2,1078,5
17267,96,1,12,1553,32
17268,15,2,8,285,61
17269,26,1,8,549,25
17270,11,1,8,224,7
17271,69,2,2,544,19
17272,69,2,2,1934,110
17273,11,1,8,376,6
17274,15,2,8,285,24
17275,11,2,8,204,2
17276,69,2,2,1405,106
17277,11,1,8,54,1
17278,74,1,2,353,2
17279,15,2,8,356,54
17280,23,4,7,306,1
17281,35,4,2,312,1
17282,100,1,10,1078,5
17283,26,1,8,426,17
17284,11,1,8,268,61
17285,26,1,8,285,41
17286,69,2,2,544,10
17287,35,4,2,628,3
17288,69,2,2,544,8
17289,11,1,8,68,1
17290,26,1,8,629,88
17291,69,2,2,1076,108
17292,69,2,2,1630,417
17293,35,4,2,312,1
17294,25,2,12,238,3
17295,69,2,2,544,44
17296,20,1,2,353,8
17297,69,2,2,1078,5
17298,15,2,8,566,45
17299,23,4,7,306,1
17300,69,2,2,1624,25
17301,129,1,2,1693,18
17302,15,2,8,285,33
17303,35,4,2,312,1
17304,69,2,2,544,8
17305,86,1,2,1318,6
17306,80,1,10,2293,27
17307,69,2,2,544,48
17308,69,1,10,82,2
17309,52,1,17,889,7
17310,35,4,2,312,1
17311,15,2,8,82,16
17312,15,2,8,356,93
17313,69,2,2,544,7
17314,15,2,8,285,30
17315,80,1,10,1587,11
17316,24,1,14,565,22
17317,69,2,2,550,359
17318,23,4,7,529,4
17319,69,2,2,544,30
17320,11,2,8,239,2
17321,26,1,8,355,617
17322,11,1,8,224,3
17323,56,1,15,615,3
17324,15,2,8,71,1
17325,15,2,8,285,18
17326,65,1,10,270,4
17327,55,1,2,654,3
17328,35,4,2,312,1
17329,29,1,18,470,5
